id	single.id	child.adult	sex	box	rando.order	trial	model	comb.detail	comb.sum	comb.sumsum	time.screen	aoi.prop	trial.per.condition	trial.overall
1	3	3.1	1	0	1	1	1	Hanna	R1-PI1	PI-R	PI-R	269	1	1	1
3	3	3.1	1	0	1	1	2	Trinh	NC1-R2	NC-R	NC-R	203	0.58128078817734	1	2
5	3	3.1	1	0	1	1	3	Hanna	PI2-NC2	NC-PI	NC-PI	201	0.517412935323383	1	3
7	3	3.1	1	0	1	1	4	Anna	NC1-PI2	NC-PI	NC-PI	210	0.733333333333333	2	4
9	3	3.1	1	0	1	1	5	Hanna	NC1-NC2	NC-NC	Same	173	0.549132947976879	1	5
11	3	3.1	1	0	1	1	6	Anna	PI1-NC2	NC-PI	NC-PI	234	0.179039301310044	3	6
13	3	3.1	1	0	1	1	7	Han	PI1-NC1	NC-PI	NC-PI	224	0.133928571428571	4	7
15	3	3.1	1	0	1	1	8	Anna	PI1-NC2	NC-PI	NC-PI	134	0.619402985074627	5	8
17	3	3.1	1	0	1	1	9	Han	R1-NC1	NC-R	NC-R	235	1	2	9
19	3	3.1	1	0	1	1	10	Anna	R1-PI2	PI-R	PI-R	132	0.628787878787879	2	10
21	3	3.1	1	0	1	1	11	Han	R1-NC1	NC-R	NC-R	234	0.64957264957265	3	11
23	3	3.1	1	0	1	1	12	Anna	R1-PI2	PI-R	PI-R	129	0.104838709677419	3	12
25	3	3.1	1	0	1	1	13	Trinh	R1-R2	R-R	Same	237	0.0476190476190476	2	13
27	3	3.1	1	0	1	1	14	Han	R2-PI2	PI-R	PI-R	227	0.323008849557522	4	14
29	3	3.1	1	0	1	1	15	Trinh	R1-R2	R-R	Same	215	1	3	15
31	3	3.1	1	0	1	1	16	Anna	NC1-PI2	NC-PI	NC-PI	46	0.804347826086957	6	16
33	3	3.1	1	0	1	1	17	Trinh	PI1-R2	PI-R	PI-R	212	1	5	17
35	3	3.1	1	0	1	1	18	Hanna	NC1-NC2	NC-NC	Same	221	0.217194570135747	4	18
37	3	3.1	1	0	1	1	19	Han	PI1-PI2	PI-PI	Same	132	0.242424242424242	5	19
39	3	3.1	1	0	1	1	20	Hanna	R1-PI1	PI-R	PI-R	235	0.885106382978723	6	20
41	3	3.1	1	0	1	1	21	Han	R2-PI2	PI-R	PI-R	224	0.15695067264574	7	21
43	3	3.1	1	0	1	1	22	Hanna	R2-NC2	NC-R	NC-R	233	0.956331877729258	4	22
45	3	3.1	1	0	1	1	23	Anna	R1-NC2	NC-R	NC-R	235	0.936170212765957	5	23
47	3	3.1	1	0	1	1	24	Han	PI1-NC1	NC-PI	NC-PI	228	0.802631578947368	7	24
49	3	3.1	1	0	1	1	25	Hanna	PI2-NC2	NC-PI	NC-PI	224	0.459821428571429	8	25
51	3	3.1	1	0	1	1	26	Trinh	PI1-R2	PI-R	PI-R	233	0.92274678111588	8	26
53	3	3.1	1	0	1	1	27	Trinh	NC1-R2	NC-R	NC-R	236	1	6	27
55	3	3.1	1	0	1	1	28	Han	PI1-PI2	PI-PI	Same	203	0.270935960591133	6	28
57	3	3.1	1	0	1	1	29	Anna	R1-NC2	NC-R	NC-R	239	0.912133891213389	7	29
59	3	3.1	1	0	1	1	30	Hanna	R2-NC2	NC-R	NC-R	233	0.412017167381974	8	30
61	3	3.1	1	0	3	1	1	Anna	R1-PI1	PI-R	PI-R	177	0.406779661016949	1	31
63	3	3.1	1	0	3	1	2	Trinh	NC1-R2	NC-R	NC-R	146	1	1	32
65	3	3.1	1	0	3	1	3	Bernie	NC1-PI2	NC-PI	NC-PI	143	0.629370629370629	1	33
67	3	3.1	1	0	3	1	4	Anna	NC1-NC2	NC-NC	Same	142	0.950704225352113	1	34
69	3	3.1	1	0	3	1	5	Han	PI1-NC2	NC-PI	NC-PI	215	1	2	35
71	3	3.1	1	0	3	1	6	Bernie	R2-PI2	PI-R	PI-R	225	0.928888888888889	2	36
73	3	3.1	1	0	3	1	7	Anna	R1-PI1	PI-R	PI-R	202	0.722772277227723	3	37
75	3	3.1	1	0	3	1	8	Han	PI1-NC2	NC-PI	NC-PI	125	0.819672131147541	3	38
77	3	3.1	1	0	3	1	9	Trinh	R1-NC1	NC-R	NC-R	165	1	2	39
79	3	3.1	1	0	3	1	10	Bernie	NC1-PI2	NC-PI	NC-PI	70	0.2	4	40
81	3	3.1	1	0	3	1	11	Hanna	PI1-PI2	PI-PI	Same	133	0.142857142857143	2	41
83	3	3.1	1	0	3	1	12	Bernie	R1-PI2	PI-R	PI-R	216	1	4	42
85	3	3.1	1	0	3	1	13	Trinh	R1-NC1	NC-R	NC-R	150	0.353333333333333	3	43
87	3	3.1	1	0	3	1	14	Bernie	R1-R2	R-R	Same	218	0.715596330275229	3	44
89	3	3.1	1	0	3	1	15	Trinh	NC1-R2	NC-R	NC-R	200	0.812182741116751	4	45
91	3	3.1	1	0	3	1	16	Han	R2-NC2	NC-R	NC-R	203	0.369458128078818	5	46
93	3	3.1	1	0	3	1	17	Bernie	PI1-R2	PI-R	PI-R	8	0.571428571428571	5	47
95	3	3.1	1	0	3	1	18	Anna	NC1-NC2	NC-NC	Same	219	0.607305936073059	4	48
97	3	3.1	1	0	3	1	19	Hanna	PI1-PI2	PI-PI	Same	237	0.478813559322034	5	49
99	3	3.1	1	0	3	1	20	Bernie	R2-PI2	PI-R	PI-R	192	0.473958333333333	6	50
101	3	3.1	1	0	3	1	21	Trinh	PI2-NC2	NC-PI	NC-PI	226	0.601769911504425	5	51
103	3	3.1	1	0	3	1	22	Bernie	R1-R2	R-R	Same	231	0.147186147186147	6	52
105	3	3.1	1	0	3	1	23	Han	R2-NC2	NC-R	NC-R	238	0.982222222222222	6	53
107	3	3.1	1	0	3	1	24	Bernie	PI1-R2	PI-R	PI-R	229	0.716157205240175	7	54
109	3	3.1	1	0	3	1	25	Hanna	R1-NC2	NC-R	NC-R	222	0.563981042654028	7	55
111	3	3.1	1	0	3	1	26	Bernie	PI1-NC1	NC-PI	NC-PI	221	0.814814814814815	6	56
113	3	3.1	1	0	3	1	27	Trinh	PI2-NC2	NC-PI	NC-PI	226	0.376106194690265	7	57
115	3	3.1	1	0	3	1	28	Bernie	R1-PI2	PI-R	PI-R	237	0.936708860759494	8	58
117	3	3.1	1	0	3	1	29	Hanna	R1-NC2	NC-R	NC-R	216	0.60093896713615	8	59
119	3	3.1	1	0	3	1	30	Bernie	PI1-NC1	NC-PI	NC-PI	236	0.449152542372881	8	60
121	3	3.2	2	0	1	1	1	Hanna	R1-PI1	PI-R	PI-R	232	0.387931034482759	1	1
123	3	3.2	2	0	1	1	2	Trinh	NC1-R2	NC-R	NC-R	241	0.962655601659751	1	2
125	3	3.2	2	0	1	1	3	Hanna	PI2-NC2	NC-PI	NC-PI	227	0.709251101321586	1	3
127	3	3.2	2	0	1	1	4	Anna	NC1-PI2	NC-PI	NC-PI	237	0.30379746835443	2	4
129	3	3.2	2	0	1	1	5	Hanna	NC1-NC2	NC-NC	Same	237	0	1	5
131	3	3.2	2	0	1	1	6	Anna	PI1-NC2	NC-PI	NC-PI	223	0.322869955156951	3	6
133	3	3.2	2	0	1	1	7	Han	PI1-NC1	NC-PI	NC-PI	225	0.213333333333333	4	7
135	3	3.2	2	0	1	1	8	Anna	PI1-NC2	NC-PI	NC-PI	232	0.849137931034483	5	8
137	3	3.2	2	0	1	1	9	Han	R1-NC1	NC-R	NC-R	229	0.703056768558952	2	9
139	3	3.2	2	0	1	1	10	Anna	R1-PI2	PI-R	PI-R	169	0.739644970414201	2	10
141	3	3.2	2	0	1	1	11	Han	R1-NC1	NC-R	NC-R	234	0.705128205128205	3	11
143	3	3.2	2	0	1	1	12	Anna	R1-PI2	PI-R	PI-R	230	0.169565217391304	3	12
145	3	3.2	2	0	1	1	13	Trinh	R1-R2	R-R	Same	243	1	2	13
147	3	3.2	2	0	1	1	14	Han	R2-PI2	PI-R	PI-R	220	0.786363636363636	4	14
149	3	3.2	2	0	1	1	15	Trinh	R1-R2	R-R	Same	226	0.331858407079646	3	15
151	3	3.2	2	0	1	1	16	Anna	NC1-PI2	NC-PI	NC-PI	222	0.77027027027027	6	16
153	3	3.2	2	0	1	1	17	Trinh	PI1-R2	PI-R	PI-R	229	0.606194690265487	5	17
155	3	3.2	2	0	1	1	18	Hanna	NC1-NC2	NC-NC	Same	235	0.259574468085106	4	18
157	3	3.2	2	0	1	1	19	Han	PI1-PI2	PI-PI	Same	239	0	5	19
159	3	3.2	2	0	1	1	20	Hanna	R1-PI1	PI-R	PI-R	234	0.91025641025641	6	20
161	3	3.2	2	0	1	1	21	Han	R2-PI2	PI-R	PI-R	243	1	7	21
163	3	3.2	2	0	1	1	22	Hanna	R2-NC2	NC-R	NC-R	237	1	4	22
165	3	3.2	2	0	1	1	23	Anna	R1-NC2	NC-R	NC-R	241	1	5	23
167	3	3.2	2	0	1	1	24	Han	PI1-NC1	NC-PI	NC-PI	233	0.412017167381974	7	24
169	3	3.2	2	0	1	1	25	Hanna	PI2-NC2	NC-PI	NC-PI	233	0.701298701298701	8	25
171	3	3.2	2	0	1	1	26	Trinh	PI1-R2	PI-R	PI-R	230	0.847826086956522	8	26
173	3	3.2	2	0	1	1	27	Trinh	NC1-R2	NC-R	NC-R	218	0.693023255813954	6	27
175	3	3.2	2	0	1	1	28	Han	PI1-PI2	PI-PI	Same	224	0.75	6	28
177	3	3.2	2	0	1	1	29	Anna	R1-NC2	NC-R	NC-R	233	0.798283261802575	7	29
179	3	3.2	2	0	1	1	30	Hanna	R2-NC2	NC-R	NC-R	237	0.873417721518987	8	30
181	3	3.2	2	0	3	1	1	Anna	R1-PI1	PI-R	PI-R	231	0.696969696969697	1	31
183	3	3.2	2	0	3	1	2	Trinh	NC1-R2	NC-R	NC-R	235	0.536170212765957	1	32
185	3	3.2	2	0	3	1	3	Bernie	NC1-PI2	NC-PI	NC-PI	232	0.431034482758621	1	33
187	3	3.2	2	0	3	1	4	Anna	NC1-NC2	NC-NC	Same	227	0.863436123348018	1	34
189	3	3.2	2	0	3	1	5	Han	PI1-NC2	NC-PI	NC-PI	231	0.705627705627706	2	35
191	3	3.2	2	0	3	1	6	Bernie	R2-PI2	PI-R	PI-R	227	0.801762114537445	2	36
193	3	3.2	2	0	3	1	7	Anna	R1-PI1	PI-R	PI-R	238	0.288135593220339	3	37
195	3	3.2	2	0	3	1	8	Han	PI1-NC2	NC-PI	NC-PI	234	0.373390557939914	3	38
197	3	3.2	2	0	3	1	9	Trinh	R1-NC1	NC-R	NC-R	231	0.846491228070175	2	39
199	3	3.2	2	0	3	1	10	Bernie	NC1-PI2	NC-PI	NC-PI	169	0.905325443786982	4	40
201	3	3.2	2	0	3	1	11	Hanna	PI1-PI2	PI-PI	Same	231	0.350649350649351	2	41
203	3	3.2	2	0	3	1	12	Bernie	R1-PI2	PI-R	PI-R	229	0.375545851528384	4	42
205	3	3.2	2	0	3	1	13	Trinh	R1-NC1	NC-R	NC-R	232	0.642241379310345	3	43
207	3	3.2	2	0	3	1	14	Bernie	R1-R2	R-R	Same	228	0.802631578947368	3	44
209	3	3.2	2	0	3	1	15	Trinh	NC1-R2	NC-R	NC-R	233	0.828326180257511	4	45
211	3	3.2	2	0	3	1	16	Han	R2-NC2	NC-R	NC-R	230	0.502183406113537	5	46
213	3	3.2	2	0	3	1	17	Bernie	PI1-R2	PI-R	PI-R	255	0.576470588235294	5	47
215	3	3.2	2	0	3	1	18	Anna	NC1-NC2	NC-NC	Same	233	0.310344827586207	4	48
217	3	3.2	2	0	3	1	19	Hanna	PI1-PI2	PI-PI	Same	227	0.725663716814159	5	49
219	3	3.2	2	0	3	1	20	Bernie	R2-PI2	PI-R	PI-R	229	0.620087336244541	6	50
221	3	3.2	2	0	3	1	21	Trinh	PI2-NC2	NC-PI	NC-PI	227	0.73568281938326	5	51
223	3	3.2	2	0	3	1	22	Bernie	R1-R2	R-R	Same	237	0.421940928270042	6	52
225	3	3.2	2	0	3	1	23	Han	R2-NC2	NC-R	NC-R	213	0.436619718309859	6	53
227	3	3.2	2	0	3	1	24	Bernie	PI1-R2	PI-R	PI-R	229	0.842105263157895	7	54
229	3	3.2	2	0	3	1	25	Hanna	R1-NC2	NC-R	NC-R	228	0.901345291479821	7	55
231	3	3.2	2	0	3	1	26	Bernie	PI1-NC1	NC-PI	NC-PI	231	0.584415584415584	6	56
233	3	3.2	2	0	3	1	27	Trinh	PI2-NC2	NC-PI	NC-PI	235	0	7	57
235	3	3.2	2	0	3	1	28	Bernie	R1-PI2	PI-R	PI-R	222	0.635135135135135	8	58
237	3	3.2	2	0	3	1	29	Hanna	R1-NC2	NC-R	NC-R	227	0.598214285714286	8	59
239	3	3.2	2	0	3	1	30	Bernie	PI1-NC1	NC-PI	NC-PI	219	0.5662100456621	8	60
241	4	4.1	1	1	1	1	1	Hanna	R1-PI1	PI-R	PI-R	145	0.875862068965517	1	1
243	4	4.1	1	1	1	1	2	Trinh	NC1-R2	NC-R	NC-R	185	0.924324324324324	1	2
245	4	4.1	1	1	1	1	3	Hanna	PI2-NC2	NC-PI	NC-PI	115	0.382608695652174	1	3
247	4	4.1	1	1	1	1	4	Anna	NC1-PI2	NC-PI	NC-PI	91	0.91566265060241	2	4
251	4	4.1	1	1	1	1	6	Anna	PI1-NC2	NC-PI	NC-PI	92	0.0326086956521739	3	5
253	4	4.1	1	1	1	1	7	Han	PI1-NC1	NC-PI	NC-PI	114	1	4	6
255	4	4.1	1	1	1	1	8	Anna	PI1-NC2	NC-PI	NC-PI	92	0.142857142857143	5	7
257	4	4.1	1	1	1	1	9	Han	R1-NC1	NC-R	NC-R	145	0.972413793103448	2	8
259	4	4.1	1	1	1	1	10	Anna	R1-PI2	PI-R	PI-R	3	1	2	9
261	4	4.1	1	1	1	1	11	Han	R1-NC1	NC-R	NC-R	184	0.368715083798883	3	10
263	4	4.1	1	1	1	1	12	Anna	R1-PI2	PI-R	PI-R	146	0.154929577464789	3	11
265	4	4.1	1	1	1	1	13	Trinh	R1-R2	R-R	Same	139	1	1	12
267	4	4.1	1	1	1	1	14	Han	R2-PI2	PI-R	PI-R	146	0	4	13
269	4	4.1	1	1	1	1	15	Trinh	R1-R2	R-R	Same	128	0	2	14
271	4	4.1	1	1	1	1	16	Anna	NC1-PI2	NC-PI	NC-PI	166	0.58433734939759	6	15
273	4	4.1	1	1	1	1	17	Trinh	PI1-R2	PI-R	PI-R	155	0.143790849673203	5	16
275	4	4.1	1	1	1	1	18	Hanna	NC1-NC2	NC-NC	Same	129	0.790697674418605	3	17
277	4	4.1	1	1	1	1	19	Han	PI1-PI2	PI-PI	Same	66	0.859375	4	18
279	4	4.1	1	1	1	1	20	Hanna	R1-PI1	PI-R	PI-R	83	0.0602409638554217	6	19
281	4	4.1	1	1	1	1	21	Han	R2-PI2	PI-R	PI-R	96	0.238636363636364	7	20
283	4	4.1	1	1	1	1	22	Hanna	R2-NC2	NC-R	NC-R	95	1	4	21
285	4	4.1	1	1	1	1	23	Anna	R1-NC2	NC-R	NC-R	51	1	5	22
287	4	4.1	1	1	1	1	24	Han	PI1-NC1	NC-PI	NC-PI	155	0.264900662251656	7	23
289	4	4.1	1	1	1	1	25	Hanna	PI2-NC2	NC-PI	NC-PI	147	0.734265734265734	8	24
291	4	4.1	1	1	1	1	26	Trinh	PI1-R2	PI-R	PI-R	141	0.734375	8	25
293	4	4.1	1	1	1	1	27	Trinh	NC1-R2	NC-R	NC-R	161	0.713286713286713	6	26
295	4	4.1	1	1	1	1	28	Han	PI1-PI2	PI-PI	Same	48	1	5	27
297	4	4.1	1	1	1	1	29	Anna	R1-NC2	NC-R	NC-R	91	0.588235294117647	7	28
299	4	4.1	1	1	1	1	30	Hanna	R2-NC2	NC-R	NC-R	143	0.457746478873239	8	29
301	4	4.1	1	1	3	1	1	Anna	R1-PI1	PI-R	PI-R	188	0.484042553191489	1	30
303	4	4.1	1	1	3	1	2	Trinh	NC1-R2	NC-R	NC-R	140	0.942857142857143	1	31
305	4	4.1	1	1	3	1	3	Bernie	NC1-PI2	NC-PI	NC-PI	199	0.974874371859296	1	32
307	4	4.1	1	1	3	1	4	Anna	NC1-NC2	NC-NC	Same	192	0.0529100529100529	1	33
309	4	4.1	1	1	3	1	5	Han	PI1-NC2	NC-PI	NC-PI	153	0.357615894039735	2	34
311	4	4.1	1	1	3	1	6	Bernie	R2-PI2	PI-R	PI-R	113	0.345454545454545	2	35
313	4	4.1	1	1	3	1	7	Anna	R1-PI1	PI-R	PI-R	100	0.73	3	36
315	4	4.1	1	1	3	1	8	Han	PI1-NC2	NC-PI	NC-PI	178	0.853932584269663	3	37
317	4	4.1	1	1	3	1	9	Trinh	R1-NC1	NC-R	NC-R	148	0.810810810810811	2	38
319	4	4.1	1	1	3	1	10	Bernie	NC1-PI2	NC-PI	NC-PI	116	0.381818181818182	4	39
321	4	4.1	1	1	3	1	11	Hanna	PI1-PI2	PI-PI	Same	141	0.361702127659574	2	40
323	4	4.1	1	1	3	1	12	Bernie	R1-PI2	PI-R	PI-R	143	0.608391608391608	4	41
325	4	4.1	1	1	3	1	13	Trinh	R1-NC1	NC-R	NC-R	121	0.702479338842975	3	42
327	4	4.1	1	1	3	1	14	Bernie	R1-R2	R-R	Same	80	1	3	43
329	4	4.1	1	1	3	1	15	Trinh	NC1-R2	NC-R	NC-R	104	0.826923076923077	4	44
331	4	4.1	1	1	3	1	16	Han	R2-NC2	NC-R	NC-R	91	0.351648351648352	5	45
333	4	4.1	1	1	3	1	17	Bernie	PI1-R2	PI-R	PI-R	140	0.814285714285714	5	46
335	4	4.1	1	1	3	1	18	Anna	NC1-NC2	NC-NC	Same	132	0.363636363636364	4	47
337	4	4.1	1	1	3	1	19	Hanna	PI1-PI2	PI-PI	Same	103	0.435643564356436	5	48
339	4	4.1	1	1	3	1	20	Bernie	R2-PI2	PI-R	PI-R	152	0.947368421052632	6	49
341	4	4.1	1	1	3	1	21	Trinh	PI2-NC2	NC-PI	NC-PI	131	0.653543307086614	5	50
343	4	4.1	1	1	3	1	22	Bernie	R1-R2	R-R	Same	150	0.186666666666667	6	51
345	4	4.1	1	1	3	1	23	Han	R2-NC2	NC-R	NC-R	33	0.757575757575758	6	52
347	4	4.1	1	1	3	1	24	Bernie	PI1-R2	PI-R	PI-R	143	0.41958041958042	7	53
349	4	4.1	1	1	3	1	25	Hanna	R1-NC2	NC-R	NC-R	134	0.700787401574803	7	54
351	4	4.1	1	1	3	1	26	Bernie	PI1-NC1	NC-PI	NC-PI	134	1	6	55
353	4	4.1	1	1	3	1	27	Trinh	PI2-NC2	NC-PI	NC-PI	132	0.583333333333333	7	56
355	4	4.1	1	1	3	1	28	Bernie	R1-PI2	PI-R	PI-R	153	0.541095890410959	8	57
357	4	4.1	1	1	3	1	29	Hanna	R1-NC2	NC-R	NC-R	83	0.384615384615385	8	58
359	4	4.1	1	1	3	1	30	Bernie	PI1-NC1	NC-PI	NC-PI	122	0	8	59
361	4	4.2	2	0	1	1	1	Hanna	R1-PI1	PI-R	PI-R	171	0.631578947368421	1	1
363	4	4.2	2	0	1	1	2	Trinh	NC1-R2	NC-R	NC-R	181	0.530386740331492	1	2
365	4	4.2	2	0	1	1	3	Hanna	PI2-NC2	NC-PI	NC-PI	207	0.509708737864078	1	3
367	4	4.2	2	0	1	1	4	Anna	NC1-PI2	NC-PI	NC-PI	195	0.712820512820513	2	4
369	4	4.2	2	0	1	1	5	Hanna	NC1-NC2	NC-NC	Same	171	0.637426900584795	1	5
371	4	4.2	2	0	1	1	6	Anna	PI1-NC2	NC-PI	NC-PI	167	0.694610778443114	3	6
373	4	4.2	2	0	1	1	7	Han	PI1-NC1	NC-PI	NC-PI	194	0.814432989690722	4	7
375	4	4.2	2	0	1	1	8	Anna	PI1-NC2	NC-PI	NC-PI	192	0.645833333333333	5	8
377	4	4.2	2	0	1	1	9	Han	R1-NC1	NC-R	NC-R	187	0.818181818181818	2	9
379	4	4.2	2	0	1	1	10	Anna	R1-PI2	PI-R	PI-R	119	0.672268907563025	2	10
381	4	4.2	2	0	1	1	11	Han	R1-NC1	NC-R	NC-R	206	0.689320388349515	3	11
383	4	4.2	2	0	1	1	12	Anna	R1-PI2	PI-R	PI-R	161	0.65	3	12
385	4	4.2	2	0	1	1	13	Trinh	R1-R2	R-R	Same	170	0.441176470588235	2	13
387	4	4.2	2	0	1	1	14	Han	R2-PI2	PI-R	PI-R	183	0.775956284153005	4	14
389	4	4.2	2	0	1	1	15	Trinh	R1-R2	R-R	Same	182	0.769230769230769	3	15
391	4	4.2	2	0	1	1	16	Anna	NC1-PI2	NC-PI	NC-PI	202	0.277227722772277	6	16
393	4	4.2	2	0	1	1	17	Trinh	PI1-R2	PI-R	PI-R	165	0.278787878787879	5	17
395	4	4.2	2	0	1	1	18	Hanna	NC1-NC2	NC-NC	Same	200	0.46	4	18
397	4	4.2	2	0	1	1	19	Han	PI1-PI2	PI-PI	Same	179	0.46927374301676	5	19
399	4	4.2	2	0	1	1	20	Hanna	R1-PI1	PI-R	PI-R	188	0.457446808510638	6	20
401	4	4.2	2	0	1	1	21	Han	R2-PI2	PI-R	PI-R	191	0.837696335078534	7	21
403	4	4.2	2	0	1	1	22	Hanna	R2-NC2	NC-R	NC-R	191	0.528795811518325	4	22
405	4	4.2	2	0	1	1	23	Anna	R1-NC2	NC-R	NC-R	201	0.796019900497512	5	23
407	4	4.2	2	0	1	1	24	Han	PI1-NC1	NC-PI	NC-PI	147	0.231292517006803	7	24
409	4	4.2	2	0	1	1	25	Hanna	PI2-NC2	NC-PI	NC-PI	160	0.81875	8	25
411	4	4.2	2	0	1	1	26	Trinh	PI1-R2	PI-R	PI-R	172	0.732558139534884	8	26
413	4	4.2	2	0	1	1	27	Trinh	NC1-R2	NC-R	NC-R	190	0.894736842105263	6	27
415	4	4.2	2	0	1	1	28	Han	PI1-PI2	PI-PI	Same	156	0.253246753246753	6	28
417	4	4.2	2	0	1	1	29	Anna	R1-NC2	NC-R	NC-R	247	1	7	29
419	4	4.2	2	0	1	1	30	Hanna	R2-NC2	NC-R	NC-R	216	0.711111111111111	8	30
421	4	4.2	2	0	3	1	1	Anna	R1-PI1	PI-R	PI-R	172	0.461538461538462	1	31
423	4	4.2	2	0	3	1	2	Trinh	NC1-R2	NC-R	NC-R	176	0.664772727272727	1	32
425	4	4.2	2	0	3	1	3	Bernie	NC1-PI2	NC-PI	NC-PI	199	0.778894472361809	1	33
427	4	4.2	2	0	3	1	4	Anna	NC1-NC2	NC-NC	Same	152	0.684210526315789	1	34
429	4	4.2	2	0	3	1	5	Han	PI1-NC2	NC-PI	NC-PI	167	0.634730538922156	2	35
431	4	4.2	2	0	3	1	6	Bernie	R2-PI2	PI-R	PI-R	149	0.751677852348993	2	36
433	4	4.2	2	0	3	1	7	Anna	R1-PI1	PI-R	PI-R	182	0.631868131868132	3	37
435	4	4.2	2	0	3	1	8	Han	PI1-NC2	NC-PI	NC-PI	174	0.691860465116279	3	38
437	4	4.2	2	0	3	1	9	Trinh	R1-NC1	NC-R	NC-R	165	0.678787878787879	2	39
439	4	4.2	2	0	3	1	10	Bernie	NC1-PI2	NC-PI	NC-PI	157	0.560509554140127	4	40
441	4	4.2	2	0	3	1	11	Hanna	PI1-PI2	PI-PI	Same	185	0.581521739130435	2	41
443	4	4.2	2	0	3	1	12	Bernie	R1-PI2	PI-R	PI-R	158	0.582278481012658	4	42
445	4	4.2	2	0	3	1	13	Trinh	R1-NC1	NC-R	NC-R	217	0.935483870967742	3	43
447	4	4.2	2	0	3	1	14	Bernie	R1-R2	R-R	Same	192	0.703125	3	44
449	4	4.2	2	0	3	1	15	Trinh	NC1-R2	NC-R	NC-R	140	0.621428571428571	4	45
451	4	4.2	2	0	3	1	16	Han	R2-NC2	NC-R	NC-R	179	0.88268156424581	5	46
453	4	4.2	2	0	3	1	17	Bernie	PI1-R2	PI-R	PI-R	183	0.28021978021978	5	47
455	4	4.2	2	0	3	1	18	Anna	NC1-NC2	NC-NC	Same	200	0.66	4	48
457	4	4.2	2	0	3	1	19	Hanna	PI1-PI2	PI-PI	Same	214	0.271028037383178	5	49
459	4	4.2	2	0	3	1	20	Bernie	R2-PI2	PI-R	PI-R	184	0.646739130434783	6	50
461	4	4.2	2	0	3	1	21	Trinh	PI2-NC2	NC-PI	NC-PI	192	0.642857142857143	5	51
463	4	4.2	2	0	3	1	22	Bernie	R1-R2	R-R	Same	214	0.719626168224299	6	52
465	4	4.2	2	0	3	1	23	Han	R2-NC2	NC-R	NC-R	200	0.445	6	53
467	4	4.2	2	0	3	1	24	Bernie	PI1-R2	PI-R	PI-R	193	0.637305699481865	7	54
469	4	4.2	2	0	3	1	25	Hanna	R1-NC2	NC-R	NC-R	135	0.585185185185185	7	55
471	4	4.2	2	0	3	1	26	Bernie	PI1-NC1	NC-PI	NC-PI	155	0.548387096774194	6	56
473	4	4.2	2	0	3	1	27	Trinh	PI2-NC2	NC-PI	NC-PI	157	0.833333333333333	7	57
475	4	4.2	2	0	3	1	28	Bernie	R1-PI2	PI-R	PI-R	200	0.331658291457286	8	58
477	4	4.2	2	0	3	1	29	Hanna	R1-NC2	NC-R	NC-R	204	0.704433497536946	8	59
479	4	4.2	2	0	3	1	30	Bernie	PI1-NC1	NC-PI	NC-PI	145	0.641379310344828	8	60
481	5	5.1	1	1	1	3	1	Hanna	PI1-NC2	NC-PI	NC-PI	203	0.378109452736318	1	1
483	5	5.1	1	1	1	3	2	Trinh	NC1-R2	NC-R	NC-R	231	0.74025974025974	1	2
485	5	5.1	1	1	1	3	3	Hanna	R1-PI1	PI-R	PI-R	195	0.712820512820513	1	3
487	5	5.1	1	1	1	3	4	Anna	NC1-PI2	NC-PI	NC-PI	243	0.275720164609054	2	4
489	5	5.1	1	1	1	3	5	Han	R1-NC1	NC-R	NC-R	232	0.827586206896552	2	5
491	5	5.1	1	1	1	3	6	Trinh	NC1-R2	NC-R	NC-R	217	0.105990783410138	3	6
493	5	5.1	1	1	1	3	7	Anna	PI1-NC2	NC-PI	NC-PI	220	0.540909090909091	3	7
495	5	5.1	1	1	1	3	8	Hanna	NC1-NC2	NC-NC	Same	212	0.466981132075472	1	8
497	5	5.1	1	1	1	3	9	Han	PI1-PI2	PI-PI	Same	216	0.916279069767442	2	9
499	5	5.1	1	1	1	3	10	Anna	PI1-NC2	NC-PI	NC-PI	228	0.697368421052632	4	10
501	5	5.1	1	1	1	3	11	Han	PI1-NC1	NC-PI	NC-PI	197	0	5	11
503	5	5.1	1	1	1	3	12	Trinh	PI1-R2	PI-R	PI-R	240	1	2	12
505	5	5.1	1	1	1	3	13	Han	R1-NC1	NC-R	NC-R	226	0.309417040358744	4	13
507	5	5.1	1	1	1	3	14	Trinh	R1-R2	R-R	Same	155	0.283870967741935	3	14
509	5	5.1	1	1	1	3	15	Hanna	R2-NC2	NC-R	NC-R	234	0.145299145299145	5	15
511	5	5.1	1	1	1	3	16	Anna	R1-NC2	NC-R	NC-R	233	0.347639484978541	6	16
513	5	5.1	1	1	1	3	17	Hanna	PI2-NC2	NC-PI	NC-PI	239	0.146443514644351	6	17
515	5	5.1	1	1	1	3	18	Trinh	R1-R2	R-R	Same	235	0.906382978723404	4	18
517	5	5.1	1	1	1	3	19	Anna	R1-PI2	PI-R	PI-R	222	0.689189189189189	3	19
519	5	5.1	1	1	1	3	20	Han	R2-PI2	PI-R	PI-R	229	0.568888888888889	4	20
521	5	5.1	1	1	1	3	21	Anna	NC1-PI2	NC-PI	NC-PI	228	0.864035087719298	7	21
523	5	5.1	1	1	1	3	22	Hanna	NC1-NC2	NC-NC	Same	226	0.575221238938053	5	22
525	5	5.1	1	1	1	3	23	Han	PI1-PI2	PI-PI	Same	232	0.150862068965517	6	23
