id	single.id	child.adult	sex	box	rando.order	trial	model	comb.detail	comb.sum	comb.sumsum	time.screen	aoi.prop	trial.per.condition	trial.overall
2669	16	16.1	1	1	1	1	15	Trinh	R1-R2	R-R	Same	232	1	3	15
2671	16	16.1	1	1	1	1	16	Anna	NC1-PI2	NC-PI	NC-PI	225	0.604444444444444	6	16
2673	16	16.1	1	1	1	1	17	Trinh	PI1-R2	PI-R	PI-R	139	0	5	17
2675	16	16.1	1	1	1	1	18	Hanna	NC1-NC2	NC-NC	Same	217	0.847926267281106	4	18
2677	16	16.1	1	1	1	1	19	Han	PI1-PI2	PI-PI	Same	239	1	5	19
2679	16	16.1	1	1	1	1	20	Hanna	R1-PI1	PI-R	PI-R	229	0.436681222707424	6	20
2681	16	16.1	1	1	1	1	21	Han	R2-PI2	PI-R	PI-R	229	0	7	21
2683	16	16.1	1	1	1	1	22	Hanna	R2-NC2	NC-R	NC-R	233	0.54954954954955	4	22
2685	16	16.1	1	1	1	1	23	Anna	R1-NC2	NC-R	NC-R	223	0.0762331838565022	5	23
2687	16	16.1	1	1	1	1	24	Han	PI1-NC1	NC-PI	NC-PI	224	0.205357142857143	7	24
2689	16	16.1	1	1	1	1	25	Hanna	PI2-NC2	NC-PI	NC-PI	230	1	8	25
2691	16	16.1	1	1	1	1	26	Trinh	PI1-R2	PI-R	PI-R	225	1	8	26
2693	16	16.1	1	1	1	1	27	Trinh	NC1-R2	NC-R	NC-R	230	0.852173913043478	6	27
2695	16	16.1	1	1	1	1	28	Han	PI1-PI2	PI-PI	Same	186	0.0698924731182796	6	28
2697	16	16.1	1	1	1	1	29	Anna	R1-NC2	NC-R	NC-R	218	0.344036697247706	7	29
2699	16	16.1	1	1	1	1	30	Hanna	R2-NC2	NC-R	NC-R	236	1	8	30
2701	16	16.1	1	1	3	1	1	Anna	R1-PI1	PI-R	PI-R	222	0.585585585585586	1	31
2703	16	16.1	1	1	3	1	2	Trinh	NC1-R2	NC-R	NC-R	230	0.617391304347826	1	32
2705	16	16.1	1	1	3	1	3	Bernie	NC1-PI2	NC-PI	NC-PI	227	0.876651982378855	1	33
2707	16	16.1	1	1	3	1	4	Anna	NC1-NC2	NC-NC	Same	226	0.309734513274336	1	34
2709	16	16.1	1	1	3	1	5	Han	PI1-NC2	NC-PI	NC-PI	221	0.386363636363636	2	35
2711	16	16.1	1	1	3	1	6	Bernie	R2-PI2	PI-R	PI-R	222	0.783783783783784	2	36
2713	16	16.1	1	1	3	1	7	Anna	R1-PI1	PI-R	PI-R	150	0.466666666666667	3	37
2715	16	16.1	1	1	3	1	8	Han	PI1-NC2	NC-PI	NC-PI	220	0.85	3	38
2717	16	16.1	1	1	3	1	9	Trinh	R1-NC1	NC-R	NC-R	231	0.780701754385965	2	39
2719	16	16.1	1	1	3	1	10	Bernie	NC1-PI2	NC-PI	NC-PI	171	0.204678362573099	4	40
2721	16	16.1	1	1	3	1	11	Hanna	PI1-PI2	PI-PI	Same	220	0.172727272727273	2	41
2723	16	16.1	1	1	3	1	12	Bernie	R1-PI2	PI-R	PI-R	237	1	4	42
2725	16	16.1	1	1	3	1	13	Trinh	R1-NC1	NC-R	NC-R	236	1	3	43
2727	16	16.1	1	1	3	1	14	Bernie	R1-R2	R-R	Same	236	0.436440677966102	3	44
2729	16	16.1	1	1	3	1	15	Trinh	NC1-R2	NC-R	NC-R	229	1	4	45
2731	16	16.1	1	1	3	1	16	Han	R2-NC2	NC-R	NC-R	187	1	5	46
2733	16	16.1	1	1	3	1	17	Bernie	PI1-R2	PI-R	PI-R	18	0	5	47
2735	16	16.1	1	1	3	1	18	Anna	NC1-NC2	NC-NC	Same	213	0.39906103286385	4	48
2737	16	16.1	1	1	3	1	19	Hanna	PI1-PI2	PI-PI	Same	231	0.0786026200873362	5	49
2739	16	16.1	1	1	3	1	20	Bernie	R2-PI2	PI-R	PI-R	240	1	6	50
2741	16	16.1	1	1	3	1	21	Trinh	PI2-NC2	NC-PI	NC-PI	229	0.532751091703057	5	51
2743	16	16.1	1	1	3	1	22	Bernie	R1-R2	R-R	Same	248	1	6	52
2745	16	16.1	1	1	3	1	23	Han	R2-NC2	NC-R	NC-R	249	0	6	53
2747	16	16.1	1	1	3	1	24	Bernie	PI1-R2	PI-R	PI-R	248	1	7	54
2749	16	16.1	1	1	3	1	25	Hanna	R1-NC2	NC-R	NC-R	245	0	7	55
2751	16	16.1	1	1	3	1	26	Bernie	PI1-NC1	NC-PI	NC-PI	34	1	6	56
2753	16	16.1	1	1	3	1	27	Trinh	PI2-NC2	NC-PI	NC-PI	218	0.495412844036697	7	57
2755	16	16.1	1	1	3	1	28	Bernie	R1-PI2	PI-R	PI-R	227	0.0454545454545455	8	58
2757	16	16.1	1	1	3	1	29	Hanna	R1-NC2	NC-R	NC-R	216	0.652777777777778	8	59
2759	16	16.1	1	1	3	1	30	Bernie	PI1-NC1	NC-PI	NC-PI	234	0.760683760683761	8	60
2761	16	16.2	2	0	1	1	1	Hanna	R1-PI1	PI-R	PI-R	230	0.504347826086956	1	1
2763	16	16.2	2	0	1	1	2	Trinh	NC1-R2	NC-R	NC-R	225	0.729357798165138	1	2
2765	16	16.2	2	0	1	1	3	Hanna	PI2-NC2	NC-PI	NC-PI	220	0.663636363636364	1	3
2767	16	16.2	2	0	1	1	4	Anna	NC1-PI2	NC-PI	NC-PI	230	0.547826086956522	2	4
2769	16	16.2	2	0	1	1	5	Hanna	NC1-NC2	NC-NC	Same	234	0.47008547008547	1	5
2771	16	16.2	2	0	1	1	6	Anna	PI1-NC2	NC-PI	NC-PI	239	0.711297071129707	3	6
2773	16	16.2	2	0	1	1	7	Han	PI1-NC1	NC-PI	NC-PI	229	0.414847161572052	4	7
2775	16	16.2	2	0	1	1	8	Anna	PI1-NC2	NC-PI	NC-PI	230	0.789473684210526	5	8
2777	16	16.2	2	0	1	1	9	Han	R1-NC1	NC-R	NC-R	244	1	2	9
2779	16	16.2	2	0	1	1	10	Anna	R1-PI2	PI-R	PI-R	180	0.88268156424581	2	10
2781	16	16.2	2	0	1	1	11	Han	R1-NC1	NC-R	NC-R	238	0.6	3	11
2783	16	16.2	2	0	1	1	12	Anna	R1-PI2	PI-R	PI-R	237	0.717299578059072	3	12
2785	16	16.2	2	0	1	1	13	Trinh	R1-R2	R-R	Same	241	0.850622406639004	2	13
2787	16	16.2	2	0	1	1	14	Han	R2-PI2	PI-R	PI-R	220	0.634703196347032	4	14
2789	16	16.2	2	0	1	1	15	Trinh	R1-R2	R-R	Same	220	0.462962962962963	3	15
2791	16	16.2	2	0	1	1	16	Anna	NC1-PI2	NC-PI	NC-PI	219	0.767123287671233	6	16
2793	16	16.2	2	0	1	1	17	Trinh	PI1-R2	PI-R	PI-R	234	0.876068376068376	5	17
2795	16	16.2	2	0	1	1	18	Hanna	NC1-NC2	NC-NC	Same	224	0.205357142857143	4	18
2797	16	16.2	2	0	1	1	19	Han	PI1-PI2	PI-PI	Same	209	0.344497607655502	5	19
2799	16	16.2	2	0	1	1	20	Hanna	R1-PI1	PI-R	PI-R	225	0.822222222222222	6	20
2801	16	16.2	2	0	1	1	21	Han	R2-PI2	PI-R	PI-R	227	0.920704845814978	7	21
2803	16	16.2	2	0	1	1	22	Hanna	R2-NC2	NC-R	NC-R	241	0.991596638655462	4	22
2805	16	16.2	2	0	1	1	23	Anna	R1-NC2	NC-R	NC-R	240	1	5	23
2807	16	16.2	2	0	1	1	24	Han	PI1-NC1	NC-PI	NC-PI	232	1	7	24
2809	16	16.2	2	0	1	1	25	Hanna	PI2-NC2	NC-PI	NC-PI	197	0.563451776649746	8	25
2811	16	16.2	2	0	1	1	26	Trinh	PI1-R2	PI-R	PI-R	226	0.625	8	26
2813	16	16.2	2	0	1	1	27	Trinh	NC1-R2	NC-R	NC-R	220	0.627358490566038	6	27
2815	16	16.2	2	0	1	1	28	Han	PI1-PI2	PI-PI	Same	234	0.726495726495726	6	28
2817	16	16.2	2	0	1	1	29	Anna	R1-NC2	NC-R	NC-R	235	0.463829787234043	7	29
2819	16	16.2	2	0	1	1	30	Hanna	R2-NC2	NC-R	NC-R	239	0.861924686192469	8	30
2821	16	16.2	2	0	3	1	1	Anna	R1-PI1	PI-R	PI-R	226	0.484304932735426	1	31
2823	16	16.2	2	0	3	1	2	Trinh	NC1-R2	NC-R	NC-R	233	0.40948275862069	1	32
2825	16	16.2	2	0	3	1	3	Bernie	NC1-PI2	NC-PI	NC-PI	237	0.745689655172414	1	33
2827	16	16.2	2	0	3	1	4	Anna	NC1-NC2	NC-NC	Same	231	0.597402597402597	1	34
2829	16	16.2	2	0	3	1	5	Han	PI1-NC2	NC-PI	NC-PI	229	0.951965065502183	2	35
2831	16	16.2	2	0	3	1	6	Bernie	R2-PI2	PI-R	PI-R	239	0.949790794979079	2	36
2833	16	16.2	2	0	3	1	7	Anna	R1-PI1	PI-R	PI-R	232	0.280172413793103	3	37
2835	16	16.2	2	0	3	1	8	Han	PI1-NC2	NC-PI	NC-PI	236	0.474576271186441	3	38
2837	16	16.2	2	0	3	1	9	Trinh	R1-NC1	NC-R	NC-R	234	1	2	39
2839	16	16.2	2	0	3	1	10	Bernie	NC1-PI2	NC-PI	NC-PI	181	0.94475138121547	4	40
2841	16	16.2	2	0	3	1	11	Hanna	PI1-PI2	PI-PI	Same	240	0.0294117647058824	2	41
2843	16	16.2	2	0	3	1	12	Bernie	R1-PI2	PI-R	PI-R	232	0.0818965517241379	4	42
2845	16	16.2	2	0	3	1	13	Trinh	R1-NC1	NC-R	NC-R	235	0.263829787234043	3	43
2847	16	16.2	2	0	3	1	14	Bernie	R1-R2	R-R	Same	240	1	3	44
2849	16	16.2	2	0	3	1	15	Trinh	NC1-R2	NC-R	NC-R	245	1	4	45
2851	16	16.2	2	0	3	1	16	Han	R2-NC2	NC-R	NC-R	233	0.317391304347826	5	46
2853	16	16.2	2	0	3	1	17	Bernie	PI1-R2	PI-R	PI-R	239	1	5	47
2855	16	16.2	2	0	3	1	18	Anna	NC1-NC2	NC-NC	Same	230	0.621739130434783	4	48
2857	16	16.2	2	0	3	1	19	Hanna	PI1-PI2	PI-PI	Same	222	0.743243243243243	5	49
2859	16	16.2	2	0	3	1	20	Bernie	R2-PI2	PI-R	PI-R	238	0.512605042016807	6	50
2861	16	16.2	2	0	3	1	21	Trinh	PI2-NC2	NC-PI	NC-PI	229	0.882096069868996	5	51
2863	16	16.2	2	0	3	1	22	Bernie	R1-R2	R-R	Same	228	0.269911504424779	6	52
2865	16	16.2	2	0	3	1	23	Han	R2-NC2	NC-R	NC-R	227	0.863436123348018	6	53
2867	16	16.2	2	0	3	1	24	Bernie	PI1-R2	PI-R	PI-R	239	0	7	54
2869	16	16.2	2	0	3	1	25	Hanna	R1-NC2	NC-R	NC-R	232	0.878787878787879	7	55
2871	16	16.2	2	0	3	1	26	Bernie	PI1-NC1	NC-PI	NC-PI	228	0.87719298245614	6	56
2873	16	16.2	2	0	3	1	27	Trinh	PI2-NC2	NC-PI	NC-PI	220	0.281818181818182	7	57
2875	16	16.2	2	0	3	1	28	Bernie	R1-PI2	PI-R	PI-R	221	0.927272727272727	8	58
2877	16	16.2	2	0	3	1	29	Hanna	R1-NC2	NC-R	NC-R	221	0.48868778280543	8	59
2879	16	16.2	2	0	3	1	30	Bernie	PI1-NC1	NC-PI	NC-PI	231	0.869565217391304	8	60
2881	20	20.1	1	0	1	1	1	Hanna	R1-PI1	PI-R	PI-R	74	0.324324324324324	1	1
2883	20	20.1	1	0	1	1	2	Trinh	NC1-R2	NC-R	NC-R	231	1	1	2
2885	20	20.1	1	0	1	1	3	Hanna	PI2-NC2	NC-PI	NC-PI	92	0.404494382022472	1	3
2887	20	20.1	1	0	1	1	4	Anna	NC1-PI2	NC-PI	NC-PI	150	0.806666666666667	2	4
2889	20	20.1	1	0	1	1	5	Hanna	NC1-NC2	NC-NC	Same	104	0.384615384615385	1	5
2891	20	20.1	1	0	1	1	6	Anna	PI1-NC2	NC-PI	NC-PI	204	0.303921568627451	3	6
2893	20	20.1	1	0	1	1	7	Han	PI1-NC1	NC-PI	NC-PI	109	0.119266055045872	4	7
2895	20	20.1	1	0	1	1	8	Anna	PI1-NC2	NC-PI	NC-PI	83	1	5	8
2897	20	20.1	1	0	1	1	9	Han	R1-NC1	NC-R	NC-R	128	0.7734375	2	9
2899	20	20.1	1	0	1	1	10	Anna	R1-PI2	PI-R	PI-R	162	0.345679012345679	2	10
2903	20	20.1	1	0	1	1	12	Anna	R1-PI2	PI-R	PI-R	33	0	3	11
2905	20	20.1	1	0	1	1	13	Trinh	R1-R2	R-R	Same	244	0.94672131147541	2	12
2907	20	20.1	1	0	1	1	14	Han	R2-PI2	PI-R	PI-R	144	0	4	13
2909	20	20.1	1	0	1	1	15	Trinh	R1-R2	R-R	Same	115	0.591304347826087	3	14
2911	20	20.1	1	0	1	1	16	Anna	NC1-PI2	NC-PI	NC-PI	137	0.824817518248175	6	15
2913	20	20.1	1	0	1	1	17	Trinh	PI1-R2	PI-R	PI-R	188	1	5	16
2915	20	20.1	1	0	1	1	18	Hanna	NC1-NC2	NC-NC	Same	65	0	4	17
2917	20	20.1	1	0	1	1	19	Han	PI1-PI2	PI-PI	Same	169	1	5	18
2919	20	20.1	1	0	1	1	20	Hanna	R1-PI1	PI-R	PI-R	101	1	6	19
2921	20	20.1	1	0	1	1	21	Han	R2-PI2	PI-R	PI-R	83	0.734939759036145	7	20
2923	20	20.1	1	0	1	1	22	Hanna	R2-NC2	NC-R	NC-R	34	1	3	21
2925	20	20.1	1	0	1	1	23	Anna	R1-NC2	NC-R	NC-R	40	1	4	22
2927	20	20.1	1	0	1	1	24	Han	PI1-NC1	NC-PI	NC-PI	124	1	7	23
2929	20	20.1	1	0	1	1	25	Hanna	PI2-NC2	NC-PI	NC-PI	201	0.263681592039801	8	24
2931	20	20.1	1	0	1	1	26	Trinh	PI1-R2	PI-R	PI-R	207	0.227053140096618	8	25
2933	20	20.1	1	0	1	1	27	Trinh	NC1-R2	NC-R	NC-R	208	0.538461538461538	5	26
2935	20	20.1	1	0	1	1	28	Han	PI1-PI2	PI-PI	Same	225	0.928888888888889	6	27
2937	20	20.1	1	0	1	1	29	Anna	R1-NC2	NC-R	NC-R	210	0.414285714285714	6	28
2939	20	20.1	1	0	1	1	30	Hanna	R2-NC2	NC-R	NC-R	214	0.775700934579439	7	29
2941	20	20.1	1	0	3	1	1	Anna	R1-PI1	PI-R	PI-R	215	1	1	30
2943	20	20.1	1	0	3	1	2	Trinh	NC1-R2	NC-R	NC-R	228	0.526315789473684	1	31
2945	20	20.1	1	0	3	1	3	Bernie	NC1-PI2	NC-PI	NC-PI	180	0.366666666666667	1	32
2947	20	20.1	1	0	3	1	4	Anna	NC1-NC2	NC-NC	Same	212	0.628571428571429	1	33
2949	20	20.1	1	0	3	1	5	Han	PI1-NC2	NC-PI	NC-PI	222	0.85972850678733	2	34
2951	20	20.1	1	0	3	1	6	Bernie	R2-PI2	PI-R	PI-R	166	0.921686746987952	2	35
2953	20	20.1	1	0	3	1	7	Anna	R1-PI1	PI-R	PI-R	208	0.355769230769231	3	36
2955	20	20.1	1	0	3	1	8	Han	PI1-NC2	NC-PI	NC-PI	70	0.314285714285714	3	37
2957	20	20.1	1	0	3	1	9	Trinh	R1-NC1	NC-R	NC-R	167	1	2	38
2959	20	20.1	1	0	3	1	10	Bernie	NC1-PI2	NC-PI	NC-PI	147	0.578231292517007	4	39
2961	20	20.1	1	0	3	1	11	Hanna	PI1-PI2	PI-PI	Same	160	0.34375	2	40
2963	20	20.1	1	0	3	1	12	Bernie	R1-PI2	PI-R	PI-R	188	0.0797872340425532	4	41
2965	20	20.1	1	0	3	1	13	Trinh	R1-NC1	NC-R	NC-R	134	0.582089552238806	3	42
2967	20	20.1	1	0	3	1	14	Bernie	R1-R2	R-R	Same	159	0.606451612903226	3	43
2969	20	20.1	1	0	3	1	15	Trinh	NC1-R2	NC-R	NC-R	125	0.68	4	44
2971	20	20.1	1	0	3	1	16	Han	R2-NC2	NC-R	NC-R	16	0.125	5	45
2973	20	20.1	1	0	3	1	17	Bernie	PI1-R2	PI-R	PI-R	146	0.91970802919708	5	46
2975	20	20.1	1	0	3	1	18	Anna	NC1-NC2	NC-NC	Same	3	1	4	47
2977	20	20.1	1	0	3	1	19	Hanna	PI1-PI2	PI-PI	Same	73	0.917808219178082	5	48
2979	20	20.1	1	0	3	1	20	Bernie	R2-PI2	PI-R	PI-R	203	0.137931034482759	6	49
2981	20	20.1	1	0	3	1	21	Trinh	PI2-NC2	NC-PI	NC-PI	209	1	5	50
2983	20	20.1	1	0	3	1	22	Bernie	R1-R2	R-R	Same	207	0	6	51
2985	20	20.1	1	0	3	1	23	Han	R2-NC2	NC-R	NC-R	200	0.47	6	52
2987	20	20.1	1	0	3	1	24	Bernie	PI1-R2	PI-R	PI-R	214	0.719626168224299	7	53
2989	20	20.1	1	0	3	1	25	Hanna	R1-NC2	NC-R	NC-R	224	1	7	54
2991	20	20.1	1	0	3	1	26	Bernie	PI1-NC1	NC-PI	NC-PI	156	0.551282051282051	6	55
2993	20	20.1	1	0	3	1	27	Trinh	PI2-NC2	NC-PI	NC-PI	163	0.664596273291925	7	56
2995	20	20.1	1	0	3	1	28	Bernie	R1-PI2	PI-R	PI-R	68	1	8	57
2997	20	20.1	1	0	3	1	29	Hanna	R1-NC2	NC-R	NC-R	111	0.666666666666667	8	58
2999	20	20.1	1	0	3	1	30	Bernie	PI1-NC1	NC-PI	NC-PI	205	0.404878048780488	8	59
3001	20	20.2	2	1	1	1	1	Hanna	R1-PI1	PI-R	PI-R	227	0.550660792951542	1	1
3003	20	20.2	2	1	1	1	2	Trinh	NC1-R2	NC-R	NC-R	228	0.565789473684211	1	2
3005	20	20.2	2	1	1	1	3	Hanna	PI2-NC2	NC-PI	NC-PI	206	0.684466019417476	1	3
3007	20	20.2	2	1	1	1	4	Anna	NC1-PI2	NC-PI	NC-PI	233	0.836909871244635	2	4
3009	20	20.2	2	1	1	1	5	Hanna	NC1-NC2	NC-NC	Same	210	0.594871794871795	1	5
3011	20	20.2	2	1	1	1	6	Anna	PI1-NC2	NC-PI	NC-PI	232	0.818965517241379	3	6
3013	20	20.2	2	1	1	1	7	Han	PI1-NC1	NC-PI	NC-PI	231	0.891774891774892	4	7
3015	20	20.2	2	1	1	1	8	Anna	PI1-NC2	NC-PI	NC-PI	221	0.656108597285068	5	8
3017	20	20.2	2	1	1	1	9	Han	R1-NC1	NC-R	NC-R	225	0.830357142857143	2	9
3019	20	20.2	2	1	1	1	10	Anna	R1-PI2	PI-R	PI-R	169	0.378698224852071	2	10
3021	20	20.2	2	1	1	1	11	Han	R1-NC1	NC-R	NC-R	180	0.954802259887006	3	11
3023	20	20.2	2	1	1	1	12	Anna	R1-PI2	PI-R	PI-R	192	0.807291666666667	3	12
3025	20	20.2	2	1	1	1	13	Trinh	R1-R2	R-R	Same	171	0.140350877192982	2	13
3027	20	20.2	2	1	1	1	14	Han	R2-PI2	PI-R	PI-R	187	0.870967741935484	4	14
3029	20	20.2	2	1	1	1	15	Trinh	R1-R2	R-R	Same	166	0.573170731707317	3	15
3031	20	20.2	2	1	1	1	16	Anna	NC1-PI2	NC-PI	NC-PI	197	0.34010152284264	6	16
3033	20	20.2	2	1	1	1	17	Trinh	PI1-R2	PI-R	PI-R	202	0.688118811881188	5	17
3035	20	20.2	2	1	1	1	18	Hanna	NC1-NC2	NC-NC	Same	176	0.528409090909091	4	18
3037	20	20.2	2	1	1	1	19	Han	PI1-PI2	PI-PI	Same	210	0.793269230769231	5	19
3039	20	20.2	2	1	1	1	20	Hanna	R1-PI1	PI-R	PI-R	172	0.406976744186047	6	20
3041	20	20.2	2	1	1	1	21	Han	R2-PI2	PI-R	PI-R	179	0.815642458100559	7	21
3043	20	20.2	2	1	1	1	22	Hanna	R2-NC2	NC-R	NC-R	229	0.725663716814159	4	22
3045	20	20.2	2	1	1	1	23	Anna	R1-NC2	NC-R	NC-R	235	0.952991452991453	5	23
3047	20	20.2	2	1	1	1	24	Han	PI1-NC1	NC-PI	NC-PI	187	0.647058823529412	7	24
3049	20	20.2	2	1	1	1	25	Hanna	PI2-NC2	NC-PI	NC-PI	198	0.78974358974359	8	25
3051	20	20.2	2	1	1	1	26	Trinh	PI1-R2	PI-R	PI-R	174	0.63953488372093	8	26
3053	20	20.2	2	1	1	1	27	Trinh	NC1-R2	NC-R	NC-R	218	0.831730769230769	6	27
3055	20	20.2	2	1	1	1	28	Han	PI1-PI2	PI-PI	Same	204	0.502463054187192	6	28
3057	20	20.2	2	1	1	1	29	Anna	R1-NC2	NC-R	NC-R	133	0.666666666666667	7	29
3059	20	20.2	2	1	1	1	30	Hanna	R2-NC2	NC-R	NC-R	237	0.983122362869198	8	30
3061	20	20.2	2	1	3	1	1	Anna	R1-PI1	PI-R	PI-R	206	0.330049261083744	1	31
3063	20	20.2	2	1	3	1	2	Trinh	NC1-R2	NC-R	NC-R	195	0.707692307692308	1	32
3065	20	20.2	2	1	3	1	3	Bernie	NC1-PI2	NC-PI	NC-PI	195	0.938144329896907	1	33
3067	20	20.2	2	1	3	1	4	Anna	NC1-NC2	NC-NC	Same	172	0.523255813953488	1	34
3069	20	20.2	2	1	3	1	5	Han	PI1-NC2	NC-PI	NC-PI	195	0.641025641025641	2	35
3071	20	20.2	2	1	3	1	6	Bernie	R2-PI2	PI-R	PI-R	214	0.911214953271028	2	36
3073	20	20.2	2	1	3	1	7	Anna	R1-PI1	PI-R	PI-R	204	0.21078431372549	3	37
3075	20	20.2	2	1	3	1	8	Han	PI1-NC2	NC-PI	NC-PI	210	0.680952380952381	3	38
3077	20	20.2	2	1	3	1	9	Trinh	R1-NC1	NC-R	NC-R	220	0.877272727272727	2	39
3079	20	20.2	2	1	3	1	10	Bernie	NC1-PI2	NC-PI	NC-PI	153	0.849673202614379	4	40
3081	20	20.2	2	1	3	1	11	Hanna	PI1-PI2	PI-PI	Same	195	0.246153846153846	2	41
3083	20	20.2	2	1	3	1	12	Bernie	R1-PI2	PI-R	PI-R	112	0.482142857142857	4	42
3085	20	20.2	2	1	3	1	13	Trinh	R1-NC1	NC-R	NC-R	149	0.736486486486487	3	43
3087	20	20.2	2	1	3	1	14	Bernie	R1-R2	R-R	Same	147	0.156462585034014	3	44
3089	20	20.2	2	1	3	1	15	Trinh	NC1-R2	NC-R	NC-R	178	0.926966292134832	4	45
3091	20	20.2	2	1	3	1	16	Han	R2-NC2	NC-R	NC-R	169	0.603550295857988	5	46
3093	20	20.2	2	1	3	1	17	Bernie	PI1-R2	PI-R	PI-R	190	0.904761904761905	5	47
3095	20	20.2	2	1	3	1	18	Anna	NC1-NC2	NC-NC	Same	176	0.36	4	48
3097	20	20.2	2	1	3	1	19	Hanna	PI1-PI2	PI-PI	Same	190	0.606382978723404	5	49
3099	20	20.2	2	1	3	1	20	Bernie	R2-PI2	PI-R	PI-R	180	0.559322033898305	6	50
3101	20	20.2	2	1	3	1	21	Trinh	PI2-NC2	NC-PI	NC-PI	154	0.545454545454545	5	51
3103	20	20.2	2	1	3	1	22	Bernie	R1-R2	R-R	Same	135	0.340740740740741	6	52
3105	20	20.2	2	1	3	1	23	Han	R2-NC2	NC-R	NC-R	216	0.768518518518518	6	53
3107	20	20.2	2	1	3	1	24	Bernie	PI1-R2	PI-R	PI-R	171	0.6	7	54
3109	20	20.2	2	1	3	1	25	Hanna	R1-NC2	NC-R	NC-R	176	0.857142857142857	7	55
3111	20	20.2	2	1	3	1	26	Bernie	PI1-NC1	NC-PI	NC-PI	231	0.861471861471861	6	56
3113	20	20.2	2	1	3	1	27	Trinh	PI2-NC2	NC-PI	NC-PI	167	0.859756097560976	7	57
3115	20	20.2	2	1	3	1	28	Bernie	R1-PI2	PI-R	PI-R	217	0.671296296296296	8	58
3117	20	20.2	2	1	3	1	29	Hanna	R1-NC2	NC-R	NC-R	159	0.759493670886076	8	59
3119	20	20.2	2	1	3	1	30	Bernie	PI1-NC1	NC-PI	NC-PI	160	0.9625	8	60
3121	21	21.1	1	1	1	2	1	Hanna	PI2-NC2	NC-PI	NC-PI	226	1	1	1
3123	21	21.1	1	1	1	2	2	Trinh	NC1-R2	NC-R	NC-R	170	0.835294117647059	1	2
3125	21	21.1	1	1	1	2	3	Hanna	R1-PI1	PI-R	PI-R	182	0.368131868131868	1	3
3127	21	21.1	1	1	1	2	4	Han	PI1-NC1	NC-PI	NC-PI	226	0.172566371681416	2	4
3129	21	21.1	1	1	1	2	5	Hanna	R2-NC2	NC-R	NC-R	203	0.704433497536946	2	5
3131	21	21.1	1	1	1	2	6	Anna	R1-PI2	PI-R	PI-R	173	0.369942196531792	2	6
3133	21	21.1	1	1	1	2	7	Han	PI1-NC1	NC-PI	NC-PI	121	0.834710743801653	3	7
3135	21	21.1	1	1	1	2	8	Trinh	NC1-R2	NC-R	NC-R	65	0.861538461538462	3	8
3137	21	21.1	1	1	1	2	9	Anna	R1-PI2	PI-R	PI-R	76	0.986842105263158	3	9
3139	21	21.1	1	1	1	2	10	Trinh	R1-R2	R-R	Same	145	0.517241379310345	1	10
3141	21	21.1	1	1	1	2	11	Hanna	R2-NC2	NC-R	NC-R	219	0.995433789954338	4	11
3143	21	21.1	1	1	1	2	12	Han	R1-NC1	NC-R	NC-R	234	0.333333333333333	5	12
3145	21	21.1	1	1	1	2	13	Trinh	PI1-R2	PI-R	PI-R	182	0.252747252747253	4	13
3147	21	21.1	1	1	1	2	14	Anna	R1-NC2	NC-R	NC-R	216	0.451162790697674	6	14
3149	21	21.1	1	1	1	2	15	Hanna	NC1-NC2	NC-NC	Same	133	0.308270676691729	2	15
3151	21	21.1	1	1	1	2	16	Trinh	PI1-R2	PI-R	PI-R	180	0.45	5	16
3153	21	21.1	1	1	1	2	17	Han	PI1-PI2	PI-PI	Same	193	0.202072538860104	3	17
3155	21	21.1	1	1	1	2	18	Anna	PI1-NC2	NC-PI	NC-PI	118	0.559322033898305	4	18
3157	21	21.1	1	1	1	2	19	Hanna	NC1-NC2	NC-NC	Same	213	0.586854460093897	4	19
3159	21	21.1	1	1	1	2	20	Anna	NC1-PI2	NC-PI	NC-PI	210	0.780952380952381	5	20
3161	21	21.1	1	1	1	2	21	Han	PI1-PI2	PI-PI	Same	223	0.95067264573991	5	21
3163	21	21.1	1	1	1	2	22	Han	R2-PI2	PI-R	PI-R	175	0.222857142857143	6	22
3165	21	21.1	1	1	1	2	23	Hanna	PI2-NC2	NC-PI	NC-PI	231	0.476190476190476	6	23
3167	21	21.1	1	1	1	2	24	Han	R1-NC1	NC-R	NC-R	227	0.863436123348018	7	24
3169	21	21.1	1	1	1	2	25	Trinh	R1-R2	R-R	Same	109	0.673076923076923	6	25
3171	21	21.1	1	1	1	2	26	Anna	NC1-PI2	NC-PI	NC-PI	59	0	7	26
3173	21	21.1	1	1	1	2	27	Hanna	R1-PI1	PI-R	PI-R	122	0.933333333333333	7	27
3175	21	21.1	1	1	1	2	28	Anna	PI1-NC2	NC-PI	NC-PI	2	0	8	28
3177	21	21.1	1	1	1	2	29	Han	R2-PI2	PI-R	PI-R	58	0.948275862068966	8	29
3179	21	21.1	1	1	1	2	30	Anna	R1-NC2	NC-R	NC-R	156	0.948717948717949	8	30
3181	21	21.1	1	1	3	2	1	Trinh	NC1-R2	NC-R	NC-R	224	0.473214285714286	1	31
3183	21	21.1	1	1	3	2	2	Hanna	PI1-PI2	PI-PI	Same	136	0.882352941176471	1	32
3185	21	21.1	1	1	3	2	3	Anna	R1-PI1	PI-R	PI-R	172	0.372093023255814	1	33
3187	21	21.1	1	1	3	2	4	Bernie	PI1-NC1	NC-PI	NC-PI	224	0.660714285714286	1	34
