complete.dyad	id	child.adult	sex	box	rando.order	trial	model	comb.detail 	comb.sum	action 	side	time.aoi	time.screen
1	16	1	1	2	1	15	Hanna	R1-PI2		PI2	2	129	214
1	16	1	1	2	1	16	Trinh	R1-R2		R1	1	0	217
1	16	1	1	2	1	16	Trinh	R1-R2		R2	2	217	217
1	16	1	1	2	1	17	Bernie	NC1-R2		R2	1	170	205
1	16	1	1	2	1	17	Bernie	NC1-R2		NC1	2	35	205
1	16	1	1	2	1	18	Anna	NC1-R2		NC1	1	79	170
1	16	1	1	2	1	18	Anna	NC1-R2		R2	2	91	170
1	16	1	1	2	1	19	Hanna	R2-NC2		NC2	1	116	234
1	16	1	1	2	1	19	Hanna	R2-NC2		R2	2	118	234
1	16	1	1	2	1	20	Han	PI1-PI2		PI1	1	49	227
1	16	1	1	2	1	20	Han	PI1-PI2		PI2	2	172	227
1	16	1	1	2	1	21	Bernie	PI1-NC1		NC1	1	41	199
1	16	1	1	2	1	21	Bernie	PI1-NC1		PI1	2	158	199
1	16	1	1	2	1	22	Trinh	R2-PI2		PI2	1	163	219
1	16	1	1	2	1	22	Trinh	R2-PI2		R2	2	56	219
1	16	1	1	2	1	23	Hanna	R2-NC2		R2	1	178	220
1	16	1	1	2	1	23	Hanna	R2-NC2		NC2	2	42	220
1	16	1	1	2	1	24	Trinh	R1-NC2		NC2	1	0	0
1	16	1	1	2	1	24	Trinh	R1-NC2		R1	2	0	0
1	16	1	1	2	1	25	Bernie	PI1-NC1		PI1	1	78	217
1	16	1	1	2	1	25	Bernie	PI1-NC1		NC1	2	139	217
1	16	1	1	2	1	26	Han	PI2-NC2		PI2	1	111	204
1	16	1	1	2	1	26	Han	PI2-NC2		NC2	2	93	204
1	16	1	1	2	1	27	Trinh	R1-NC2		NC2	1	0	87
1	16	1	1	2	1	27	Trinh	R1-NC2		R1	2	65	87
1	16	1	1	2	1	28	Han	NC1-NC2		NC2	1	80	228
1	16	1	1	2	1	28	Han	NC1-NC2		NC1	2	148	228
1	16	1	1	2	1	29	Anna	PI1-R2		R2	1	215	215
1	16	1	1	2	1	29	Anna	PI1-R2		PI1	2	0	215
1	16	1	1	2	1	30	Trinh	R2-PI2		R2	1	18	228
1	16	1	1	2	1	30	Trinh	R2-PI2		PI2	2	210	228
1	16	1	1	3	1	1	Anna	R1-PI1		PI1	1	92	222
1	16	1	1	3	1	1	Anna	R1-PI1		R1	2	130	222
1	16	1	1	3	1	2	Trinh	NC1-R2		R2	1	142	230
1	16	1	1	3	1	2	Trinh	NC1-R2		NC1	2	88	230
1	16	1	1	3	1	3	Bernie	NC1-PI2		PI2	1	199	227
1	16	1	1	3	1	3	Bernie	NC1-PI2		NC1	2	28	227
1	16	1	1	3	1	4	Anna	NC1-NC2		NC1	1	156	226
1	16	1	1	3	1	4	Anna	NC1-NC2		NC2	2	70	226
1	16	1	1	3	1	5	Han	PI1-NC2		NC2	1	135	221
1	16	1	1	3	1	5	Han	PI1-NC2		PI1	2	85	221
1	16	1	1	3	1	6	Bernie	R2-PI2		PI2	1	48	222
1	16	1	1	3	1	6	Bernie	R2-PI2		R2	2	174	222
1	16	1	1	3	1	7	Anna	R1-PI1		R1	1	70	150
1	16	1	1	3	1	7	Anna	R1-PI1		PI1	2	80	150
1	16	1	1	3	1	8	Han	PI1-NC2		PI1	1	187	220
1	16	1	1	3	1	8	Han	PI1-NC2		NC2	2	33	220
1	16	1	1	3	1	9	Trinh	R1-NC1		NC1	1	50	231
1	16	1	1	3	1	9	Trinh	R1-NC1		R1	2	178	231
1	16	1	1	3	1	10	Bernie	NC1-PI2		NC1	1	136	171
1	16	1	1	3	1	10	Bernie	NC1-PI2		PI2	2	35	171
1	16	1	1	3	1	11	Hanna	PI1-PI2		PI2	1	38	220
1	16	1	1	3	1	11	Hanna	PI1-PI2		PI1	2	182	220
1	16	1	1	3	1	12	Bernie	R1-PI2		R1	1	237	237
1	16	1	1	3	1	12	Bernie	R1-PI2		PI2	2	0	237
1	16	1	1	3	1	13	Trinh	R1-NC1		R1	1	236	236
1	16	1	1	3	1	13	Trinh	R1-NC1		NC1	2	0	236
1	16	1	1	3	1	14	Bernie	R1-R2		R1	1	133	236
1	16	1	1	3	1	14	Bernie	R1-R2		R2	2	103	236
1	16	1	1	3	1	15	Trinh	NC1-R2		NC1	1	0	229
1	16	1	1	3	1	15	Trinh	NC1-R2		R2	2	229	229
1	16	1	1	3	1	16	Han	R2-NC2		R2	1	187	187
1	16	1	1	3	1	16	Han	R2-NC2		NC2	2	0	187
1	16	1	1	3	1	17	Bernie	PI1-R2		PI1	1	18	18
1	16	1	1	3	1	17	Bernie	PI1-R2		R2	2	0	18
1	16	1	1	3	1	18	Anna	NC1-NC2		NC2	1	85	213
1	16	1	1	3	1	18	Anna	NC1-NC2		NC1	2	128	213
1	16	1	1	3	1	19	Hanna	PI1-PI2		PI1	1	211	231
1	16	1	1	3	1	19	Hanna	PI1-PI2		PI2	2	18	231
1	16	1	1	3	1	20	Bernie	R2-PI2		R2	1	240	240
1	16	1	1	3	1	20	Bernie	R2-PI2		PI2	2	0	240
1	16	1	1	3	1	21	Trinh	PI2-NC2		NC2	1	107	229
1	16	1	1	3	1	21	Trinh	PI2-NC2		PI2	2	122	229
1	16	1	1	3	1	22	Bernie	R1-R2		R2	1	248	248
1	16	1	1	3	1	22	Bernie	R1-R2		R1	2	0	248
1	16	1	1	3	1	23	Han	R2-NC2		NC2	1	249	249
1	16	1	1	3	1	23	Han	R2-NC2		R2	2	0	249
1	16	1	1	3	1	24	Bernie	PI1-R2		R2	1	248	248
1	16	1	1	3	1	24	Bernie	PI1-R2		PI1	2	0	248
1	16	1	1	3	1	25	Hanna	R1-NC2		NC2	1	245	245
1	16	1	1	3	1	25	Hanna	R1-NC2		R1	2	0	245
1	16	1	1	3	1	26	Bernie	PI1-NC1		NC1	1	0	34
1	16	1	1	3	1	26	Bernie	PI1-NC1		PI1	2	34	34
1	16	1	1	3	1	27	Trinh	PI2-NC2		PI2	1	108	218
1	16	1	1	3	1	27	Trinh	PI2-NC2		NC2	2	110	218
1	16	1	1	3	1	28	Bernie	R1-PI2		PI2	1	210	227
1	16	1	1	3	1	28	Bernie	R1-PI2		R1	2	10	227
1	16	1	1	3	1	29	Hanna	R1-NC2		R1	1	141	216
1	16	1	1	3	1	29	Hanna	R1-NC2		NC2	2	75	216
1	16	1	1	3	1	30	Bernie	PI1-NC1		PI1	1	178	234
1	16	1	1	3	1	30	Bernie	PI1-NC1		NC1	2	56	234
1	16	2	0	1	1	1	Hanna	R1-PI1		R1	1	116	230
1	16	2	0	1	1	1	Hanna	R1-PI1		PI1	2	114	230
1	16	2	0	1	1	2	Trinh	NC1-R2		NC1	1	59	225
1	16	2	0	1	1	2	Trinh	NC1-R2		R2	2	159	225
1	16	2	0	1	1	3	Hanna	PI2-NC2		NC2	1	74	220
1	16	2	0	1	1	3	Hanna	PI2-NC2		PI2	2	146	220
1	16	2	0	1	1	4	Anna	NC1-PI2		PI2	1	126	230
1	16	2	0	1	1	4	Anna	NC1-PI2		NC1	2	104	230
1	16	2	0	1	1	5	Hanna	NC1-NC2		NC2	1	110	234
1	16	2	0	1	1	5	Hanna	NC1-NC2		NC1	2	124	234
1	16	2	0	1	1	6	Anna	PI1-NC2		PI1	1	170	239
1	16	2	0	1	1	6	Anna	PI1-NC2		NC2	2	69	239
1	16	2	0	1	1	7	Han	PI1-NC1		PI1	1	95	229
1	16	2	0	1	1	7	Han	PI1-NC1		NC1	2	134	229
1	16	2	0	1	1	8	Anna	PI1-NC2		NC2	1	48	230
1	16	2	0	1	1	8	Anna	PI1-NC2		PI1	2	180	230
1	16	2	0	1	1	9	Han	R1-NC1		NC1	1	0	244
1	16	2	0	1	1	9	Han	R1-NC1		R1	2	244	244
1	16	2	0	1	1	10	Anna	R1-PI2		PI2	1	21	180
1	16	2	0	1	1	10	Anna	R1-PI2		R1	2	158	180
1	16	2	0	1	1	11	Han	R1-NC1		R1	1	141	238
1	16	2	0	1	1	11	Han	R1-NC1		NC1	2	94	238
1	16	2	0	1	1	12	Anna	R1-PI2		R1	1	170	237
1	16	2	0	1	1	12	Anna	R1-PI2		PI2	2	67	237
1	16	2	0	1	1	13	Trinh	R1-R2		R1	1	36	241
1	16	2	0	1	1	13	Trinh	R1-R2		R2	2	205	241
1	16	2	0	1	1	14	Han	R2-PI2		R2	1	139	220
1	16	2	0	1	1	14	Han	R2-PI2		PI2	2	80	220
1	16	2	0	1	1	15	Trinh	R1-R2		R2	1	100	220
1	16	2	0	1	1	15	Trinh	R1-R2		R1	2	116	220
1	16	2	0	1	1	16	Anna	NC1-PI2		NC1	1	51	219
1	16	2	0	1	1	16	Anna	NC1-PI2		PI2	2	168	219
1	16	2	0	1	1	17	Trinh	PI1-R2		PI1	1	29	234
1	16	2	0	1	1	17	Trinh	PI1-R2		R2	2	205	234
1	16	2	0	1	1	18	Hanna	NC1-NC2		NC2	1	46	224
1	16	2	0	1	1	18	Hanna	NC1-NC2		NC1	2	178	224
1	16	2	0	1	1	19	Han	PI1-PI2		PI2	1	72	209
1	16	2	0	1	1	19	Han	PI1-PI2		PI1	2	137	209
1	16	2	0	1	1	20	Hanna	R1-PI1		PI1	1	40	225
1	16	2	0	1	1	20	Hanna	R1-PI1		R1	2	185	225
1	16	2	0	1	1	21	Han	R2-PI2		PI2	1	18	227
1	16	2	0	1	1	21	Han	R2-PI2		R2	2	209	227
1	16	2	0	1	1	22	Hanna	R2-NC2		NC2	1	2	241
1	16	2	0	1	1	22	Hanna	R2-NC2		R2	2	236	241
1	16	2	0	1	1	23	Anna	R1-NC2		NC2	1	0	240
1	16	2	0	1	1	23	Anna	R1-NC2		R1	2	240	240
1	16	2	0	1	1	24	Han	PI1-NC1		NC1	1	0	232
1	16	2	0	1	1	24	Han	PI1-NC1		PI1	2	232	232
1	16	2	0	1	1	25	Hanna	PI2-NC2		PI2	1	111	197
1	16	2	0	1	1	25	Hanna	PI2-NC2		NC2	2	86	197
1	16	2	0	1	1	26	Trinh	PI1-R2		R2	1	140	226
1	16	2	0	1	1	26	Trinh	PI1-R2		PI1	2	84	226
1	16	2	0	1	1	27	Trinh	NC1-R2		R2	1	133	220
1	16	2	0	1	1	27	Trinh	NC1-R2		NC1	2	79	220
1	16	2	0	1	1	28	Han	PI1-PI2		PI1	1	64	234
1	16	2	0	1	1	28	Han	PI1-PI2		PI2	2	170	234
1	16	2	0	1	1	29	Anna	R1-NC2		R1	1	109	235
1	16	2	0	1	1	29	Anna	R1-NC2		NC2	2	126	235
1	16	2	0	1	1	30	Hanna	R2-NC2		NC2	1	33	239
1	16	2	0	1	1	30	Hanna	R2-NC2		R2	2	206	239
1	16	2	0	2	1	1	Bernie	R1-PI1		PI1	1	22	228
1	16	2	0	2	1	1	Bernie	R1-PI1		R1	2	206	228
1	16	2	0	2	1	2	Anna	NC1-R2		R2	1	208	233
1	16	2	0	2	1	2	Anna	NC1-R2		NC1	2	25	233
1	16	2	0	2	1	3	Han	PI2-NC2		NC2	1	31	228
1	16	2	0	2	1	3	Han	PI2-NC2		PI2	2	197	228
1	16	2	0	2	1	4	Bernie	NC1-R2		NC1	1	0	241
1	16	2	0	2	1	4	Bernie	NC1-R2		R2	2	241	241
1	16	2	0	2	1	5	Han	NC1-NC2		NC1	1	119	220
1	16	2	0	2	1	5	Han	NC1-NC2		NC2	2	101	220
1	16	2	0	2	1	6	Trinh	R1-R2		R2	1	157	232
1	16	2	0	2	1	6	Trinh	R1-R2		R1	2	75	232
1	16	2	0	2	1	7	Hanna	PI1-NC2		PI1	1	167	229
1	16	2	0	2	1	7	Hanna	PI1-NC2		NC2	2	62	229
1	16	2	0	2	1	8	Bernie	R1-PI1		R1	1	192	240
1	16	2	0	2	1	8	Bernie	R1-PI1		PI1	2	48	240
1	16	2	0	2	1	9	Hanna	PI1-NC2		NC2	1	123	219
1	16	2	0	2	1	9	Hanna	PI1-NC2		PI1	2	93	219
1	16	2	0	2	1	10	Anna	R1-NC1		NC1	1	39	226
1	16	2	0	2	1	10	Anna	R1-NC1		R1	2	187	226
1	16	2	0	2	1	11	Han	PI1-PI2		PI2	1	138	222
1	16	2	0	2	1	11	Han	PI1-PI2		PI1	2	84	222
1	16	2	0	2	1	12	Anna	PI1-R2		PI1	1	32	236
1	16	2	0	2	1	12	Anna	PI1-R2		R2	2	204	236
1	16	2	0	2	1	13	Hanna	R1-PI2		PI2	1	30	218
1	16	2	0	2	1	13	Hanna	R1-PI2		R1	2	186	218
1	16	2	0	2	1	14	Anna	R1-NC1		R1	1	175	229
1	16	2	0	2	1	14	Anna	R1-NC1		NC1	2	54	229
1	16	2	0	2	1	15	Hanna	R1-PI2		R1	1	152	213
1	16	2	0	2	1	15	Hanna	R1-PI2		PI2	2	61	213
1	16	2	0	2	1	16	Trinh	R1-R2		R1	1	66	237
1	16	2	0	2	1	16	Trinh	R1-R2		R2	2	171	237
1	16	2	0	2	1	17	Bernie	NC1-R2		R2	1	186	223
1	16	2	0	2	1	17	Bernie	NC1-R2		NC1	2	37	223
1	16	2	0	2	1	18	Anna	NC1-R2		NC1	1	42	230
1	16	2	0	2	1	18	Anna	NC1-R2		R2	2	188	230
1	16	2	0	2	1	19	Hanna	R2-NC2		NC2	1	19	224
1	16	2	0	2	1	19	Hanna	R2-NC2		R2	2	205	224
1	16	2	0	2	1	20	Han	PI1-PI2		PI1	1	106	219
1	16	2	0	2	1	20	Han	PI1-PI2		PI2	2	112	219
1	16	2	0	2	1	21	Bernie	PI1-NC1		NC1	1	104	212
1	16	2	0	2	1	21	Bernie	PI1-NC1		PI1	2	108	212
1	16	2	0	2	1	22	Trinh	R2-PI2		PI2	1	94	230
1	16	2	0	2	1	22	Trinh	R2-PI2		R2	2	135	230
1	16	2	0	2	1	23	Hanna	R2-NC2		R2	1	158	225
1	16	2	0	2	1	23	Hanna	R2-NC2		NC2	2	66	225
1	16	2	0	2	1	24	Trinh	R1-NC2		NC2	1	32	102
1	16	2	0	2	1	24	Trinh	R1-NC2		R1	2	69	102
1	16	2	0	2	1	25	Bernie	PI1-NC1		PI1	1	88	201
1	16	2	0	2	1	25	Bernie	PI1-NC1		NC1	2	113	201
1	16	2	0	2	1	26	Han	PI2-NC2		PI2	1	104	221
1	16	2	0	2	1	26	Han	PI2-NC2		NC2	2	117	221
1	16	2	0	2	1	27	Trinh	R1-NC2		NC2	1	23	100
1	16	2	0	2	1	27	Trinh	R1-NC2		R1	2	77	100
1	16	2	0	2	1	28	Han	NC1-NC2		NC2	1	96	210
1	16	2	0	2	1	28	Han	NC1-NC2		NC1	2	111	210
1	16	2	0	2	1	29	Anna	PI1-R2		R2	1	192	235
1	16	2	0	2	1	29	Anna	PI1-R2		PI1	2	43	235
1	16	2	0	2	1	30	Trinh	R2-PI2		R2	1	149	221
1	16	2	0	2	1	30	Trinh	R2-PI2		PI2	2	70	221
1	16	2	0	3	1	1	Anna	R1-PI1		PI1	1	115	226
1	16	2	0	3	1	1	Anna	R1-PI1		R1	2	108	226
1	16	2	0	3	1	2	Trinh	NC1-R2		R2	1	95	233
1	16	2	0	3	1	2	Trinh	NC1-R2		NC1	2	137	233
1	16	2	0	3	1	3	Bernie	NC1-PI2		PI2	1	173	237
1	16	2	0	3	1	3	Bernie	NC1-PI2		NC1	2	59	237
1	16	2	0	3	1	4	Anna	NC1-NC2		NC1	1	93	231
1	16	2	0	3	1	4	Anna	NC1-NC2		NC2	2	138	231
1	16	2	0	3	1	5	Han	PI1-NC2		NC2	1	11	229
1	16	2	0	3	1	5	Han	PI1-NC2		PI1	2	218	229
1	16	2	0	3	1	6	Bernie	R2-PI2		PI2	1	12	239
1	16	2	0	3	1	6	Bernie	R2-PI2		R2	2	227	239
1	16	2	0	3	1	7	Anna	R1-PI1		R1	1	65	232
1	16	2	0	3	1	7	Anna	R1-PI1		PI1	2	167	232
1	16	2	0	3	1	8	Han	PI1-NC2		PI1	1	112	236
1	16	2	0	3	1	8	Han	PI1-NC2		NC2	2	124	236
1	16	2	0	3	1	9	Trinh	R1-NC1		NC1	1	0	234
1	16	2	0	3	1	9	Trinh	R1-NC1		R1	2	234	234
1	16	2	0	3	1	10	Bernie	NC1-PI2		NC1	1	10	181
1	16	2	0	3	1	10	Bernie	NC1-PI2		PI2	2	171	181
1	16	2	0	3	1	11	Hanna	PI1-PI2		PI2	1	7	240
1	16	2	0	3	1	11	Hanna	PI1-PI2		PI1	2	231	240
1	16	2	0	3	1	12	Bernie	R1-PI2		R1	1	19	232
1	16	2	0	3	1	12	Bernie	R1-PI2		PI2	2	213	232
1	16	2	0	3	1	13	Trinh	R1-NC1		R1	1	62	235
1	16	2	0	3	1	13	Trinh	R1-NC1		NC1	2	173	235
1	16	2	0	3	1	14	Bernie	R1-R2		R1	1	0	240
1	16	2	0	3	1	14	Bernie	R1-R2		R2	2	240	240
1	16	2	0	3	1	15	Trinh	NC1-R2		NC1	1	0	245
1	16	2	0	3	1	15	Trinh	NC1-R2		R2	2	245	245
1	16	2	0	3	1	16	Han	R2-NC2		R2	1	73	233
1	16	2	0	3	1	16	Han	R2-NC2		NC2	2	157	233
1	16	2	0	3	1	17	Bernie	PI1-R2		PI1	1	0	239
1	16	2	0	3	1	17	Bernie	PI1-R2		R2	2	239	239
1	16	2	0	3	1	18	Anna	NC1-NC2		NC2	1	143	230
1	16	2	0	3	1	18	Anna	NC1-NC2		NC1	2	87	230
1	16	2	0	3	1	19	Hanna	PI1-PI2		PI1	1	57	222
1	16	2	0	3	1	19	Hanna	PI1-PI2		PI2	2	165	222
1	16	2	0	3	1	20	Bernie	R2-PI2		R2	1	122	238
1	16	2	0	3	1	20	Bernie	R2-PI2		PI2	2	116	238
1	16	2	0	3	1	21	Trinh	PI2-NC2		NC2	1	27	229
1	16	2	0	3	1	21	Trinh	PI2-NC2		PI2	2	202	229
1	16	2	0	3	1	22	Bernie	R1-R2		R2	1	61	228
1	16	2	0	3	1	22	Bernie	R1-R2		R1	2	165	228
1	16	2	0	3	1	23	Han	R2-NC2		NC2	1	31	227
1	16	2	0	3	1	23	Han	R2-NC2		R2	2	196	227
1	16	2	0	3	1	24	Bernie	PI1-R2		R2	1	0	239
1	16	2	0	3	1	24	Bernie	PI1-R2		PI1	2	239	239
1	16	2	0	3	1	25	Hanna	R1-NC2		NC2	1	28	232
1	16	2	0	3	1	25	Hanna	R1-NC2		R1	2	203	232
1	16	2	0	3	1	26	Bernie	PI1-NC1		NC1	1	28	228
1	16	2	0	3	1	26	Bernie	PI1-NC1		PI1	2	200	228
1	16	2	0	3	1	27	Trinh	PI2-NC2		PI2	1	62	220
1	16	2	0	3	1	27	Trinh	PI2-NC2		NC2	2	158	220
1	16	2	0	3	1	28	Bernie	R1-PI2		PI2	1	16	221
1	16	2	0	3	1	28	Bernie	R1-PI2		R1	2	204	221
1	16	2	0	3	1	29	Hanna	R1-NC2		R1	1	108	221
1	16	2	0	3	1	29	Hanna	R1-NC2		NC2	2	113	221
1	16	2	0	3	1	30	Bernie	PI1-NC1		PI1	1	200	231
1	16	2	0	3	1	30	Bernie	PI1-NC1		NC1	2	30	231
1	20	1	0	1	1	1	Hanna	R1-PI1		R1	1	24	74
1	20	1	0	1	1	1	Hanna	R1-PI1		PI1	2	50	74
1	20	1	0	1	1	2	Trinh	NC1-R2		NC1	1	0	231
1	20	1	0	1	1	2	Trinh	NC1-R2		R2	2	226	231
1	20	1	0	1	1	3	Hanna	PI2-NC2		NC2	1	53	92
1	20	1	0	1	1	3	Hanna	PI2-NC2		PI2	2	36	92
1	20	1	0	1	1	4	Anna	NC1-PI2		PI2	1	121	150
1	20	1	0	1	1	4	Anna	NC1-PI2		NC1	2	29	150
1	20	1	0	1	1	5	Hanna	NC1-NC2		NC2	1	40	104
1	20	1	0	1	1	5	Hanna	NC1-NC2		NC1	2	64	104
1	20	1	0	1	1	6	Anna	PI1-NC2		PI1	1	62	204
1	20	1	0	1	1	6	Anna	PI1-NC2		NC2	2	142	204
1	20	1	0	1	1	7	Han	PI1-NC1		PI1	1	13	109
1	20	1	0	1	1	7	Han	PI1-NC1		NC1	2	96	109
1	20	1	0	1	1	8	Anna	PI1-NC2		NC2	1	0	83
1	20	1	0	1	1	8	Anna	PI1-NC2		PI1	2	83	83
1	20	1	0	1	1	9	Han	R1-NC1		NC1	1	29	128
1	20	1	0	1	1	9	Han	R1-NC1		R1	2	99	128
1	20	1	0	1	1	10	Anna	R1-PI2		PI2	1	106	162
1	20	1	0	1	1	10	Anna	R1-PI2		R1	2	56	162
1	20	1	0	1	1	11	Han	R1-NC1		R1	1	0	0
1	20	1	0	1	1	11	Han	R1-NC1		NC1	2	0	0
1	20	1	0	1	1	12	Anna	R1-PI2		R1	1	0	33
1	20	1	0	1	1	12	Anna	R1-PI2		PI2	2	33	33
1	20	1	0	1	1	13	Trinh	R1-R2		R1	1	13	244
1	20	1	0	1	1	13	Trinh	R1-R2		R2	2	231	244
1	20	1	0	1	1	14	Han	R2-PI2		R2	1	0	144
1	20	1	0	1	1	14	Han	R2-PI2		PI2	2	144	144
1	20	1	0	1	1	15	Trinh	R1-R2		R2	1	68	115
1	20	1	0	1	1	15	Trinh	R1-R2		R1	2	47	115
1	20	1	0	1	1	16	Anna	NC1-PI2		NC1	1	24	137
1	20	1	0	1	1	16	Anna	NC1-PI2		PI2	2	113	137
1	20	1	0	1	1	17	Trinh	PI1-R2		PI1	1	0	188
1	20	1	0	1	1	17	Trinh	PI1-R2		R2	2	188	188
1	20	1	0	1	1	18	Hanna	NC1-NC2		NC2	1	0	65
1	20	1	0	1	1	18	Hanna	NC1-NC2		NC1	2	65	65
1	20	1	0	1	1	19	Han	PI1-PI2		PI2	1	169	169
1	20	1	0	1	1	19	Han	PI1-PI2		PI1	2	0	169
1	20	1	0	1	1	20	Hanna	R1-PI1		PI1	1	0	101
1	20	1	0	1	1	20	Hanna	R1-PI1		R1	2	101	101
1	20	1	0	1	1	21	Han	R2-PI2		PI2	1	22	83
1	20	1	0	1	1	21	Han	R2-PI2		R2	2	61	83
1	20	1	0	1	1	22	Hanna	R2-NC2		NC2	1	0	34
1	20	1	0	1	1	22	Hanna	R2-NC2		R2	2	33	34
1	20	1	0	1	1	23	Anna	R1-NC2		NC2	1	0	40
1	20	1	0	1	1	23	Anna	R1-NC2		R1	2	40	40
1	20	1	0	1	1	24	Han	PI1-NC1		NC1	1	0	124
1	20	1	0	1	1	24	Han	PI1-NC1		PI1	2	124	124
1	20	1	0	1	1	25	Hanna	PI2-NC2		PI2	1	53	201
1	20	1	0	1	1	25	Hanna	PI2-NC2		NC2	2	148	201
1	20	1	0	1	1	26	Trinh	PI1-R2		R2	1	47	207
1	20	1	0	1	1	26	Trinh	PI1-R2		PI1	2	160	207
1	20	1	0	1	1	27	Trinh	NC1-R2		R2	1	112	208
1	20	1	0	1	1	27	Trinh	NC1-R2		NC1	2	96	208
1	20	1	0	1	1	28	Han	PI1-PI2		PI1	1	16	225
1	20	1	0	1	1	28	Han	PI1-PI2		PI2	2	209	225
1	20	1	0	1	1	29	Anna	R1-NC2		R1	1	87	210
1	20	1	0	1	1	29	Anna	R1-NC2		NC2	2	123	210
1	20	1	0	1	1	30	Hanna	R2-NC2		NC2	1	48	214
1	20	1	0	1	1	30	Hanna	R2-NC2		R2	2	166	214
1	20	1	0	2	1	1	Bernie	R1-PI1		PI1	1	59	206
1	20	1	0	2	1	1	Bernie	R1-PI1		R1	2	147	206
1	20	1	0	2	1	2	Anna	NC1-R2		R2	1	36	228
1	20	1	0	2	1	2	Anna	NC1-R2		NC1	2	192	228
1	20	1	0	2	1	3	Han	PI2-NC2		NC2	1	12	139
1	20	1	0	2	1	3	Han	PI2-NC2		PI2	2	127	139
1	20	1	0	2	1	4	Bernie	NC1-R2		NC1	1	16	261
1	20	1	0	2	1	4	Bernie	NC1-R2		R2	2	245	261
1	20	1	0	2	1	5	Han	NC1-NC2		NC1	1	95	214
1	20	1	0	2	1	5	Han	NC1-NC2		NC2	2	119	214
1	20	1	0	2	1	6	Trinh	R1-R2		R2	1	2	227
1	20	1	0	2	1	6	Trinh	R1-R2		R1	2	221	227
1	20	1	0	2	1	7	Hanna	PI1-NC2		PI1	1	77	218
1	20	1	0	2	1	7	Hanna	PI1-NC2		NC2	2	141	218
1	20	1	0	2	1	8	Bernie	R1-PI1		R1	1	29	89
1	20	1	0	2	1	8	Bernie	R1-PI1		PI1	2	60	89
1	20	1	0	2	1	9	Hanna	PI1-NC2		NC2	1	28	111
1	20	1	0	2	1	9	Hanna	PI1-NC2		PI1	2	83	111
1	20	1	0	2	1	10	Anna	R1-NC1		NC1	1	32	218
1	20	1	0	2	1	10	Anna	R1-NC1		R1	2	186	218
1	20	1	0	2	1	11	Han	PI1-PI2		PI2	1	29	100
1	20	1	0	2	1	11	Han	PI1-PI2		PI1	2	71	100
1	20	1	0	2	1	12	Anna	PI1-R2		PI1	1	66	192
1	20	1	0	2	1	12	Anna	PI1-R2		R2	2	126	192
1	20	1	0	2	1	13	Hanna	R1-PI2		PI2	1	33	233
1	20	1	0	2	1	13	Hanna	R1-PI2		R1	2	200	233
1	20	1	0	2	1	14	Anna	R1-NC1		R1	1	72	214
1	20	1	0	2	1	14	Anna	R1-NC1		NC1	2	142	214
1	20	1	0	2	1	15	Hanna	R1-PI2		R1	1	82	230
1	20	1	0	2	1	15	Hanna	R1-PI2		PI2	2	147	230
1	20	1	0	2	1	16	Trinh	R1-R2		R1	1	34	235
1	20	1	0	2	1	16	Trinh	R1-R2		R2	2	201	235
1	20	1	0	2	1	17	Bernie	NC1-R2		R2	1	173	231
1	20	1	0	2	1	17	Bernie	NC1-R2		NC1	2	58	231
1	20	1	0	2	1	18	Anna	NC1-R2		NC1	1	79	172
1	20	1	0	2	1	18	Anna	NC1-R2		R2	2	93	172
1	20	1	0	2	1	19	Hanna	R2-NC2		NC2	1	61	202
1	20	1	0	2	1	19	Hanna	R2-NC2		R2	2	141	202
1	20	1	0	2	1	20	Han	PI1-PI2		PI1	1	92	193
1	20	1	0	2	1	20	Han	PI1-PI2		PI2	2	101	193
1	20	1	0	2	1	21	Bernie	PI1-NC1		NC1	1	78	205
1	20	1	0	2	1	21	Bernie	PI1-NC1		PI1	2	127	205
1	20	1	0	2	1	22	Trinh	R2-PI2		PI2	1	49	194
1	20	1	0	2	1	22	Trinh	R2-PI2		R2	2	145	194
1	20	1	0	2	1	23	Hanna	R2-NC2		R2	1	64	230
1	20	1	0	2	1	23	Hanna	R2-NC2		NC2	2	166	230
1	20	1	0	2	1	24	Trinh	R1-NC2		NC2	1	19	109
1	20	1	0	2	1	24	Trinh	R1-NC2		R1	2	90	109
1	20	1	0	2	1	25	Bernie	PI1-NC1		PI1	1	125	219
1	20	1	0	2	1	25	Bernie	PI1-NC1		NC1	2	94	219
1	20	1	0	2	1	26	Han	PI2-NC2		PI2	1	27	239
1	20	1	0	2	1	26	Han	PI2-NC2		NC2	2	212	239
1	20	1	0	2	1	27	Trinh	R1-NC2		NC2	1	2	113
1	20	1	0	2	1	27	Trinh	R1-NC2		R1	2	107	113
1	20	1	0	2	1	28	Han	NC1-NC2		NC2	1	97	224
1	20	1	0	2	1	28	Han	NC1-NC2		NC1	2	127	224
1	20	1	0	2	1	29	Anna	PI1-R2		R2	1	111	233
1	20	1	0	2	1	29	Anna	PI1-R2		PI1	2	122	233
1	20	1	0	2	1	30	Trinh	R2-PI2		R2	1	78	132
1	20	1	0	2	1	30	Trinh	R2-PI2		PI2	2	54	132
1	20	1	0	3	1	1	Anna	R1-PI1		PI1	1	0	215
1	20	1	0	3	1	1	Anna	R1-PI1		R1	2	215	215
1	20	1	0	3	1	2	Trinh	NC1-R2		R2	1	120	228
