complete.dyad	id	child.adult	sex	box	rando.order	trial	model	comb.detail 	comb.sum	action 	side	time.aoi	time.screen
1	6	1	1	1	2	14	Anna	R1-NC2		R1	2	118	220
1	6	1	1	1	2	15	Hanna	NC1-NC2		NC1	1	124	195
1	6	1	1	1	2	15	Hanna	NC1-NC2		NC2	2	65	195
1	6	1	1	1	2	16	Trinh	PI1-R2		R2	1	198	207
1	6	1	1	1	2	16	Trinh	PI1-R2		PI1	2	9	207
1	6	1	1	1	2	17	Han	PI1-PI2		PI2	1	144	212
1	6	1	1	1	2	17	Han	PI1-PI2		PI1	2	68	212
1	6	1	1	1	2	18	Anna	PI1-NC2		NC2	1	140	149
1	6	1	1	1	2	18	Anna	PI1-NC2		PI1	2	0	149
1	6	1	1	1	2	19	Hanna	NC1-NC2		NC2	1	85	221
1	6	1	1	1	2	19	Hanna	NC1-NC2		NC1	2	131	221
1	6	1	1	1	2	20	Anna	NC1-PI2		NC1	1	137	201
1	6	1	1	1	2	20	Anna	NC1-PI2		PI2	2	64	201
1	6	1	1	1	2	21	Han	PI1-PI2		PI1	1	120	206
1	6	1	1	1	2	21	Han	PI1-PI2		PI2	2	86	206
1	6	1	1	1	2	22	Han	R2-PI2		R2	1	118	208
1	6	1	1	1	2	22	Han	R2-PI2		PI2	2	85	208
1	6	1	1	1	2	23	Hanna	PI2-NC2		PI2	1	44	48
1	6	1	1	1	2	23	Hanna	PI2-NC2		NC2	2	4	48
1	6	1	1	1	2	24	Han	R1-NC1		NC1	1	123	209
1	6	1	1	1	2	24	Han	R1-NC1		R1	2	86	209
1	6	1	1	1	2	25	Trinh	R1-R2		R1	1	0	218
1	6	1	1	1	2	25	Trinh	R1-R2		R2	2	218	218
1	6	1	1	1	2	26	Anna	NC1-PI2		PI2	1	0	113
1	6	1	1	1	2	26	Anna	NC1-PI2		NC1	2	113	113
1	6	1	1	1	2	27	Hanna	R1-PI1		PI1	1	20	197
1	6	1	1	1	2	27	Hanna	R1-PI1		R1	2	177	197
1	6	1	1	1	2	28	Anna	PI1-NC2		PI1	1	81	202
1	6	1	1	1	2	28	Anna	PI1-NC2		NC1	2	121	202
1	6	1	1	1	2	29	Han	R2-PI2		PI2	1	71	218
1	6	1	1	1	2	29	Han	R2-PI2		R2	2	147	218
1	6	1	1	1	2	30	Anna	R1-NC2		NC2	1	54	206
1	6	1	1	1	2	30	Anna	R1-NC2		R1	2	152	206
1	6	1	1	2	2	1	Anna	NC1-R2		R2	1	98	227
1	6	1	1	2	2	1	Anna	NC1-R2		NC1	2	129	227
1	6	1	1	2	2	2	Han	PI2-NC2		PI2	1	171	222
1	6	1	1	2	2	2	Han	PI2-NC2		NC2	2	51	222
1	6	1	1	2	2	3	Bernie	R1-PI1		R1	1	159	229
1	6	1	1	2	2	3	Bernie	R1-PI1		PI1	2	70	229
1	6	1	1	2	2	4	Hanna	R1-PI2		R1	1	151	210
1	6	1	1	2	2	4	Hanna	R1-PI2		PI2	2	59	210
1	6	1	1	2	2	5	Trinh	R1-R2		R1	1	33	63
1	6	1	1	2	2	5	Trinh	R1-R2		R2	2	30	63
1	6	1	1	2	2	6	Anna	NC1-R2		NC1	1	103	215
1	6	1	1	2	2	6	Anna	NC1-R2		R2	2	112	215
1	6	1	1	2	2	7	Trinh	R1-R2		R2	1	3	230
1	6	1	1	2	2	7	Trinh	R1-R2		R1	2	227	230
1	6	1	1	2	2	8	Hanna	R2-NC2		R2	1	143	225
1	6	1	1	2	2	8	Hanna	R2-NC2		NC2	2	82	225
1	6	1	1	2	2	9	Trinh	R2-PI2		R2	1	143	168
1	6	1	1	2	2	9	Trinh	R2-PI2		PI2	2	25	168
1	6	1	1	2	2	10	Anna	PI1-R2		R2	1	70	211
1	6	1	1	2	2	10	Anna	PI1-R2		PI1	2	141	211
1	6	1	1	2	2	11	Han	NC1-NC2		NC1	1	143	220
1	6	1	1	2	2	11	Han	NC1-NC2		NC2	2	77	220
1	6	1	1	2	2	12	Anna	PI1-R2		PI1	1	116	188
1	6	1	1	2	2	12	Anna	PI1-R2		R2	2	72	188
1	6	1	1	2	2	13	Han	PI1-PI2		PI1	1	102	203
1	6	1	1	2	2	13	Han	PI1-PI2		PI2	2	101	203
1	6	1	1	2	2	14	Bernie	PI1-NC1		PI1	1	90	223
1	6	1	1	2	2	14	Bernie	PI1-NC1		NC1	2	133	223
1	6	1	1	2	2	15	Trinh	R1-NC2		R1	1	215	215
1	6	1	1	2	2	15	Trinh	R1-NC2		NC2	2	0	215
1	6	1	1	2	2	16	Hanna	PI1-NC2		NC2	1	108	211
1	6	1	1	2	2	16	Hanna	PI1-NC2		PI1	2	99	211
1	6	1	1	2	2	17	Bernie	NC1-R2		R2	1	112	209
1	6	1	1	2	2	17	Bernie	NC1-R2		NC1	2	97	209
1	6	1	1	2	2	18	Han	PI1-PI2		PI2	1	67	172
1	6	1	1	2	2	18	Han	PI1-PI2		PI1	2	105	172
1	6	1	1	2	2	19	Hanna	R1-PI2		PI2	1	169	226
1	6	1	1	2	2	19	Hanna	R1-PI2		R1	2	57	226
1	6	1	1	2	2	20	Anna	R1-NC1		NC1	1	65	171
1	6	1	1	2	2	20	Anna	R1-NC1		R1	2	105	171
1	6	1	1	2	2	21	Hanna	R2-NC2		NC2	1	92	236
1	6	1	1	2	2	21	Hanna	R2-NC2		R2	2	144	236
1	6	1	1	2	2	22	Trinh	R1-NC2		NC2	1	16	97
1	6	1	1	2	2	22	Trinh	R1-NC2		R1	2	77	97
1	6	1	1	2	2	23	Bernie	NC1-R2		NC1	1	59	226
1	6	1	1	2	2	23	Bernie	NC1-R2		R2	2	166	226
1	6	1	1	2	2	24	Anna	R1-NC1		R1	1	213	229
1	6	1	1	2	2	24	Anna	R1-NC1		NC1	2	16	229
1	6	1	1	2	2	25	Bernie	PI1-NC1		NC1	1	89	222
1	6	1	1	2	2	25	Bernie	PI1-NC1		PI1	2	127	222
1	6	1	1	2	2	26	Han	NC1-NC2		NC2	1	133	225
1	6	1	1	2	2	26	Han	NC1-NC2		NC1	2	92	225
1	6	1	1	2	2	27	Hanna	PI1-NC2		PI1	1	185	224
1	6	1	1	2	2	27	Hanna	PI1-NC2		NC2	2	39	224
1	6	1	1	2	2	28	Han	PI2-NC2		NC2	1	120	218
1	6	1	1	2	2	28	Han	PI2-NC2		PI2	2	98	218
1	6	1	1	2	2	29	Bernie	R1-PI1		PI1	1	121	147
1	6	1	1	2	2	29	Bernie	R1-PI1		R1	2	26	147
1	6	1	1	2	2	30	Trinh	R2-PI2		PI2	1	73	240
1	6	1	1	2	2	30	Trinh	R2-PI2		R2	2	167	240
1	6	1	1	3	2	1	Trinh	NC1-R2		NC1	1	32	226
1	6	1	1	3	2	1	Trinh	NC1-R2		R2	2	194	226
1	6	1	1	3	2	2	Hanna	PI1-PI2		PI1	1	119	220
1	6	1	1	3	2	2	Hanna	PI1-PI2		PI2	2	101	220
1	6	1	1	3	2	3	Anna	R1-PI1		PI1	1	91	218
1	6	1	1	3	2	3	Anna	R1-PI1		R1	2	127	218
1	6	1	1	3	2	4	Bernie	PI1-NC1		PI1	1	136	230
1	6	1	1	3	2	4	Bernie	PI1-NC1		NC1	2	94	230
1	6	1	1	3	2	5	Trinh	PI2-NC2		NC2	1	28	225
1	6	1	1	3	2	5	Trinh	PI2-NC2		PI2	2	197	225
1	6	1	1	3	2	6	Bernie	PI1-NC1		NC1	1	111	230
1	6	1	1	3	2	6	Bernie	PI1-NC1		PI1	2	115	230
1	6	1	1	3	2	7	Han	R2-NC2		R2	1	192	227
1	6	1	1	3	2	7	Han	R2-NC2		NC2	2	34	227
1	6	1	1	3	2	8	Bernie	R1-PI2		PI2	1	5	234
1	6	1	1	3	2	8	Bernie	R1-PI2		R1	2	229	234
1	6	1	1	3	2	9	Trinh	NC1-R2		NC1	1	0	227
1	6	1	1	3	2	9	Trinh	NC1-R2		R2	2	227	227
1	6	1	1	3	2	10	Bernie	R1-R2		R1	1	59	198
1	6	1	1	3	2	10	Bernie	R1-R2		R2	2	138	198
1	6	1	1	3	2	11	Han	R2-NC2		NC2	1	107	253
1	6	1	1	3	2	11	Han	R2-NC2		R2	2	146	253
1	6	1	1	3	2	12	Trinh	R1-NC1		R1	1	153	227
1	6	1	1	3	2	12	Trinh	R1-NC1		NC1	2	74	227
1	6	1	1	3	2	13	Bernie	PI1-R2		R2	1	104	220
1	6	1	1	3	2	13	Bernie	PI1-R2		PI1	2	116	220
1	6	1	1	3	2	14	Anna	NC1-NC2		NC2	1	83	228
1	6	1	1	3	2	14	Anna	NC1-NC2		NC1	2	145	228
1	6	1	1	3	2	15	Bernie	PI1-R2		PI1	1	51	223
1	6	1	1	3	2	15	Bernie	PI1-R2		R2	2	172	223
1	6	1	1	3	2	16	Hanna	R1-NC2		NC2	1	87	212
1	6	1	1	3	2	16	Hanna	R1-NC2		R1	2	125	212
1	6	1	1	3	2	17	Bernie	R1-PI2		R1	1	65	214
1	6	1	1	3	2	17	Bernie	R1-PI2		PI2	2	149	214
1	6	1	1	3	2	18	Trinh	PI2-NC2		PI2	1	64	167
1	6	1	1	3	2	18	Trinh	PI2-NC2		NC2	2	103	167
1	6	1	1	3	2	19	Bernie	NC1-PI2		NC1	1	56	130
1	6	1	1	3	2	19	Bernie	NC1-PI2		PI2	2	74	130
1	6	1	1	3	2	20	Anna	NC1-NC2		NC1	1	130	215
1	6	1	1	3	2	20	Anna	NC1-NC2		NC2	2	85	215
1	6	1	1	3	2	21	Bernie	NC1-PI2		PI2	1	123	208
1	6	1	1	3	2	21	Bernie	NC1-PI2		NC1	2	85	208
1	6	1	1	3	2	22	Hanna	PI1-PI2		PI2	1	159	219
1	6	1	1	3	2	22	Hanna	PI1-PI2		PI1	2	60	219
1	6	1	1	3	2	23	Bernie	R2-PI2		R2	1	125	221
1	6	1	1	3	2	23	Bernie	R2-PI2		PI2	2	96	221
1	6	1	1	3	2	24	Trinh	R1-NC1		NC1	1	62	225
1	6	1	1	3	2	24	Trinh	R1-NC1		R1	2	163	225
1	6	1	1	3	2	25	Hanna	R1-NC2		R1	1	108	209
1	6	1	1	3	2	25	Hanna	R1-NC2		NC2	2	101	209
1	6	1	1	3	2	26	Han	PI1-NC2		PI1	1	154	227
1	6	1	1	3	2	26	Han	PI1-NC2		NC2	2	73	227
1	6	1	1	3	2	27	Anna	R1-PI1		R1	1	189	228
1	6	1	1	3	2	27	Anna	R1-PI1		PI1	2	39	228
1	6	1	1	3	2	28	Bernie	R1-PI2		R1	1	91	216
1	6	1	1	3	2	28	Bernie	R1-PI2		PI2	2	125	216
1	6	1	1	3	2	29	Han	PI1-NC2		NC2	1	31	136
1	6	1	1	3	2	29	Han	PI1-NC2		PI1	2	105	136
1	6	1	1	3	2	30	Bernie	R1-R2		R2	1	92	113
1	6	1	1	3	2	30	Bernie	R1-R2		R1	2	21	113
1	6	2	0	1	3	1	Hanna	PI1-NC2		PI1	1	98	119
1	6	2	0	1	3	1	Hanna	PI1-NC2		NC2	2	20	119
1	6	2	0	1	3	2	Trinh	NC1-R2		R2	1	108	146
1	6	2	0	1	3	2	Trinh	NC1-R2		NC1	2	38	146
1	6	2	0	1	3	3	Hanna	R1-PI1		PI1	1	66	152
1	6	2	0	1	3	3	Hanna	R1-PI1		R1	2	86	152
1	6	2	0	1	3	4	Anna	NC1-PI2		PI2	1	152	187
1	6	2	0	1	3	4	Anna	NC1-PI2		NC1	2	35	187
1	6	2	0	1	3	5	Han	R1-NC1		R1	1	197	207
1	6	2	0	1	3	5	Han	R1-NC1		NC1	2	10	207
1	6	2	0	1	3	6	Trinh	NC1-R2		NC1	1	110	215
1	6	2	0	1	3	6	Trinh	NC1-R2		R2	2	105	215
1	6	2	0	1	3	7	Anna	PI1-NC2		PI1	1	92	149
1	6	2	0	1	3	7	Anna	PI1-NC2		NC2	2	57	149
1	6	2	0	1	3	8	Hanna	NC1-NC2		NC2	1	82	178
1	6	2	0	1	3	8	Hanna	NC1-NC2		NC1	2	96	178
1	6	2	0	1	3	9	Han	PI1-PI2		PI1	1	79	127
1	6	2	0	1	3	9	Han	PI1-PI2		PI2	2	48	127
1	6	2	0	1	3	10	Anna	PI1-NC2		NC2	1	121	164
1	6	2	0	1	3	10	Anna	PI1-NC2		PI1	2	42	164
1	6	2	0	1	3	11	Han	PI1-NC1		NC1	1	81	175
1	6	2	0	1	3	11	Han	PI1-NC1		PI1	2	94	175
1	6	2	0	1	3	12	Trinh	PI1-R2		R2	1	180	197
1	6	2	0	1	3	12	Trinh	PI1-R2		PI1	2	17	197
1	6	2	0	1	3	13	Han	R1-NC1		NC1	1	47	190
1	6	2	0	1	3	13	Han	R1-NC1		R1	2	143	190
1	6	2	0	1	3	14	Trinh	R1-R2		R2	1	118	169
1	6	2	0	1	3	14	Trinh	R1-R2		R1	2	51	169
1	6	2	0	1	3	15	Hanna	R2-NC2		R2	1	169	193
1	6	2	0	1	3	15	Hanna	R2-NC2		NC2	2	24	193
1	6	2	0	1	3	16	Anna	R1-NC2		R1	1	146	183
1	6	2	0	1	3	16	Anna	R1-NC2		NC2	2	37	183
1	6	2	0	1	3	17	Hanna	PI2-NC2		NC2	1	107	131
1	6	2	0	1	3	17	Hanna	PI2-NC2		PI2	2	24	131
1	6	2	0	1	3	18	Trinh	R1-R2		R1	1	131	173
1	6	2	0	1	3	18	Trinh	R1-R2		R2	2	42	173
1	6	2	0	1	3	19	Anna	R1-PI2		R1	1	123	175
1	6	2	0	1	3	19	Anna	R1-PI2		PI2	2	50	175
1	6	2	0	1	3	20	Han	R2-PI2		PI2	1	85	151
1	6	2	0	1	3	20	Han	R2-PI2		R2	2	66	151
1	6	2	0	1	3	21	Anna	NC1-PI2		NC1	1	95	176
1	6	2	0	1	3	21	Anna	NC1-PI2		PI2	2	80	176
1	6	2	0	1	3	22	Hanna	NC1-NC2		NC1	1	76	130
1	6	2	0	1	3	22	Hanna	NC1-NC2		NC2	2	52	130
1	6	2	0	1	3	23	Han	PI1-PI2		PI2	1	137	158
1	6	2	0	1	3	23	Han	PI1-PI2		PI1	2	21	158
1	6	2	0	1	3	24	Hanna	R1-PI1		R1	1	189	189
1	6	2	0	1	3	24	Hanna	R1-PI1		PI1	2	0	189
1	6	2	0	1	3	25	Han	R2-PI2		R2	1	179	192
1	6	2	0	1	3	25	Han	R2-PI2		PI2	2	12	192
1	6	2	0	1	3	26	Anna	R1-NC2		NC2	1	78	176
1	6	2	0	1	3	26	Anna	R1-NC2		R1	2	98	176
1	6	2	0	1	3	27	Han	PI1-NC1		PI1	1	73	146
1	6	2	0	1	3	27	Han	PI1-NC1		NC1	2	73	146
1	6	2	0	1	3	28	Anna	R1-PI2		PI2	1	23	139
1	6	2	0	1	3	28	Anna	R1-PI2		R1	2	115	139
1	6	2	0	1	3	29	Trinh	PI1-R2		R2	1	144	198
1	6	2	0	1	3	29	Trinh	PI1-R2		PI1	2	54	198
1	6	2	0	1	3	30	Hanna	R2-NC2		NC2	1	25	164
1	6	2	0	1	3	30	Hanna	R2-NC2		R2	2	138	164
1	6	2	0	2	3	1	Han	PI2-NC2		PI2	1	142	179
1	6	2	0	2	3	1	Han	PI2-NC2		NC2	2	36	179
1	6	2	0	2	3	2	Bernie	R1-PI1		R1	1	138	194
1	6	2	0	2	3	2	Bernie	R1-PI1		PI1	2	56	194
1	6	2	0	2	3	3	Anna	NC1-R2		NC1	1	85	160
1	6	2	0	2	3	3	Anna	NC1-R2		R2	2	75	160
1	6	2	0	2	3	4	Bernie	NC1-R2		NC1	1	23	156
1	6	2	0	2	3	4	Bernie	NC1-R2		R2	2	132	156
1	6	2	0	2	3	5	Anna	R1-NC1		R1	1	129	154
1	6	2	0	2	3	5	Anna	R1-NC1		NC1	2	25	154
1	6	2	0	2	3	6	Hanna	PI1-NC2		PI1	1	108	127
1	6	2	0	2	3	6	Hanna	PI1-NC2		NC2	2	18	127
1	6	2	0	2	3	7	Han	NC1-NC2		NC1	1	147	170
1	6	2	0	2	3	7	Han	NC1-NC2		NC2	2	23	170
1	6	2	0	2	3	8	Anna	PI1-R2		R2	1	103	204
1	6	2	0	2	3	8	Anna	PI1-R2		PI1	2	100	204
1	6	2	0	2	3	9	Hanna	PI1-NC2		NC2	1	84	154
1	6	2	0	2	3	9	Hanna	PI1-NC2		PI1	2	70	154
1	6	2	0	2	3	10	Bernie	PI1-NC1		PI1	1	164	193
1	6	2	0	2	3	10	Bernie	PI1-NC1		NC1	2	29	193
1	6	2	0	2	3	11	Anna	R1-NC1		NC1	1	27	163
1	6	2	0	2	3	11	Anna	R1-NC1		R1	2	135	163
1	6	2	0	2	3	12	Trinh	R1-R2		R2	1	58	199
1	6	2	0	2	3	12	Trinh	R1-R2		R1	2	141	199
1	6	2	0	2	3	13	Anna	PI1-R2		PI1	1	70	152
1	6	2	0	2	3	13	Anna	PI1-R2		R2	2	81	152
1	6	2	0	2	3	14	Hanna	R2-NC2		NC2	1	26	168
1	6	2	0	2	3	14	Hanna	R2-NC2		R2	2	142	168
1	6	2	0	2	3	15	Trinh	R1-NC2		NC2	1	28	62
1	6	2	0	2	3	15	Trinh	R1-NC2		R1	2	34	62
1	6	2	0	2	3	16	Han	PI2-NC2		NC2	1	58	167
1	6	2	0	2	3	16	Han	PI2-NC2		PI2	2	109	167
1	6	2	0	2	3	17	Trinh	R1-R2		R1	1	61	190
1	6	2	0	2	3	17	Trinh	R1-R2		R2	2	129	190
1	6	2	0	2	3	18	Hanna	R1-PI2		R1	1	161	182
1	6	2	0	2	3	18	Hanna	R1-PI2		PI2	2	21	182
1	6	2	0	2	3	19	Trinh	R2-PI2		PI2	1	43	130
1	6	2	0	2	3	19	Trinh	R2-PI2		R2	2	86	130
1	6	2	0	2	3	20	Bernie	NC1-R2		R2	1	121	182
1	6	2	0	2	3	20	Bernie	NC1-R2		NC1	2	61	182
1	6	2	0	2	3	21	Han	PI1-PI2		PI2	1	47	130
1	6	2	0	2	3	21	Han	PI1-PI2		PI1	2	83	130
1	6	2	0	2	3	22	Bernie	R1-PI1		PI1	1	11	188
1	6	2	0	2	3	22	Bernie	R1-PI1		R1	2	177	188
1	6	2	0	2	3	23	Trinh	R1-NC2		R1	1	137	192
1	6	2	0	2	3	23	Trinh	R1-NC2		NC2	2	51	192
1	6	2	0	2	3	24	Bernie	PI1-NC1		NC1	1	103	185
1	6	2	0	2	3	24	Bernie	PI1-NC1		PI1	2	62	185
1	6	2	0	2	3	25	Hanna	R1-PI2		PI2	1	86	191
1	6	2	0	2	3	25	Hanna	R1-PI2		R1	2	105	191
1	6	2	0	2	3	26	Trinh	R2-PI2		R2	1	187	201
1	6	2	0	2	3	26	Trinh	R2-PI2		PI2	2	14	201
1	6	2	0	2	3	27	Hanna	R2-NC2		R2	1	153	176
1	6	2	0	2	3	27	Hanna	R2-NC2		NC2	2	23	176
1	6	2	0	2	3	28	Han	PI1-PI2		PI1	1	89	192
1	6	2	0	2	3	28	Han	PI1-PI2		PI2	2	102	192
1	6	2	0	2	3	29	Anna	NC1-R2		R2	1	209	212
1	6	2	0	2	3	29	Anna	NC1-R2		NC1	2	2	212
1	6	2	0	2	3	30	Han	NC1-NC2		NC2	1	83	163
1	6	2	0	2	3	30	Han	NC1-NC2		NC1	2	76	163
1	6	2	0	3	3	1	Trinh	PI2-NC2		PI2	1	93	163
1	6	2	0	3	3	1	Trinh	PI2-NC2		NC2	2	70	163
1	6	2	0	3	3	2	Anna	R1-PI1		R1	1	96	143
1	6	2	0	3	3	2	Anna	R1-PI1		PI1	2	46	143
1	6	2	0	3	3	3	Trinh	NC1-R2		NC1	1	84	169
1	6	2	0	3	3	3	Trinh	NC1-R2		R2	2	84	169
1	6	2	0	3	3	4	Bernie	NC1-PI2		PI2	1	166	181
1	6	2	0	3	3	4	Bernie	NC1-PI2		NC1	2	15	181
1	6	2	0	3	3	5	Trinh	R1-NC1		R1	1	138	186
1	6	2	0	3	3	5	Trinh	R1-NC1		NC1	2	48	186
1	6	2	0	3	3	6	Han	PI1-NC2		NC2	1	37	143
1	6	2	0	3	3	6	Han	PI1-NC2		PI1	2	106	143
1	6	2	0	3	3	7	Anna	NC1-NC2		NC1	1	65	158
1	6	2	0	3	3	7	Anna	NC1-NC2		NC2	2	93	158
1	6	2	0	3	3	8	Bernie	PI1-R2		R2	1	128	186
1	6	2	0	3	3	8	Bernie	PI1-R2		PI1	2	58	186
1	6	2	0	3	3	9	Han	PI1-NC2		PI1	1	86	147
1	6	2	0	3	3	9	Han	PI1-NC2		NC2	2	61	147
1	6	2	0	3	3	10	Bernie	PI1-NC1		PI1	1	122	188
1	6	2	0	3	3	10	Bernie	PI1-NC1		NC1	2	65	188
1	6	2	0	3	3	11	Trinh	R1-NC1		NC1	1	22	160
1	6	2	0	3	3	11	Trinh	R1-NC1		R1	2	138	160
1	6	2	0	3	3	12	Bernie	R1-R2		R1	1	56	113
1	6	2	0	3	3	12	Bernie	R1-R2		R2	2	57	113
1	6	2	0	3	3	13	Han	R2-NC2		R2	1	94	143
1	6	2	0	3	3	13	Han	R2-NC2		NC2	2	48	143
1	6	2	0	3	3	14	Bernie	R2-PI2		R2	1	157	190
1	6	2	0	3	3	14	Bernie	R2-PI2		PI2	2	33	190
1	6	2	0	3	3	15	Hanna	R1-NC2		R1	1	148	178
1	6	2	0	3	3	15	Hanna	R1-NC2		NC2	2	30	178
1	6	2	0	3	3	16	Trinh	PI2-NC2		NC2	1	70	120
1	6	2	0	3	3	16	Trinh	PI2-NC2		PI2	2	49	120
1	6	2	0	3	3	17	Bernie	R1-R2		R2	1	94	176
1	6	2	0	3	3	17	Bernie	R1-R2		R1	2	82	176
1	6	2	0	3	3	18	Anna	NC1-NC2		NC2	1	65	198
1	6	2	0	3	3	18	Anna	NC1-NC2		NC1	2	132	198
1	6	2	0	3	3	19	Bernie	R1-PI2		PI2	1	96	169
1	6	2	0	3	3	19	Bernie	R1-PI2		R1	2	73	169
1	6	2	0	3	3	20	Hanna	PI1-PI2		PI1	1	87	163
1	6	2	0	3	3	20	Hanna	PI1-PI2		PI2	2	74	163
1	6	2	0	3	3	21	Bernie	R2-PI2		PI2	1	76	143
1	6	2	0	3	3	21	Bernie	R2-PI2		R2	2	66	143
1	6	2	0	3	3	22	Anna	R1-PI1		PI1	1	119	161
1	6	2	0	3	3	22	Anna	R1-PI1		R1	2	42	161
1	6	2	0	3	3	23	Bernie	NC1-PI2		NC1	1	52	112
1	6	2	0	3	3	23	Bernie	NC1-PI2		PI2	2	58	112
1	6	2	0	3	3	24	Hanna	PI1-PI2		PI2	1	93	156
1	6	2	0	3	3	24	Hanna	PI1-PI2		PI1	2	63	156
1	6	2	0	3	3	25	Bernie	PI1-NC1		NC1	1	130	155
1	6	2	0	3	3	25	Bernie	PI1-NC1		PI1	2	25	155
1	6	2	0	3	3	26	Han	R2-NC2		NC2	1	2	169
1	6	2	0	3	3	26	Han	R2-NC2		R2	2	167	169
1	6	2	0	3	3	27	Trinh	NC1-R2		R2	1	125	154
1	6	2	0	3	3	27	Trinh	NC1-R2		NC1	2	29	154
1	6	2	0	3	3	28	Bernie	PI1-R2		PI1	1	21	108
1	6	2	0	3	3	28	Bernie	PI1-R2		R2	2	86	108
1	6	2	0	3	3	29	Hanna	R1-NC2		NC2	1	32	220
1	6	2	0	3	3	29	Hanna	R1-NC2		R1	2	184	220
1	6	2	0	3	3	30	Bernie	R1-PI2		R1	1	114	159
1	6	2	0	3	3	30	Bernie	R1-PI2		PI2	2	45	159
1	7	1	0	1	2	1	Hanna	PI2-NC2		NC2	1	14	192
1	7	1	0	1	2	1	Hanna	PI2-NC2		PI2	2	178	192
1	7	1	0	1	2	2	Trinh	NC1-R2		NC1	1	116	151
1	7	1	0	1	2	2	Trinh	NC1-R2		R2	2	35	151
1	7	1	0	1	2	3	Hanna	R1-PI1		R1	1	40	105
1	7	1	0	1	2	3	Hanna	R1-PI1		PI1	2	65	105
1	7	1	0	1	2	4	Han	PI1-NC1		PI1	1	113	116
1	7	1	0	1	2	4	Han	PI1-NC1		NC1	2	3	116
1	7	1	0	1	2	5	Hanna	R2-NC2		R2	1	67	153
1	7	1	0	1	2	5	Hanna	R2-NC2		NC2	2	86	153
1	7	1	0	1	2	6	Anna	R1-PI2		R1	1	68	129
1	7	1	0	1	2	6	Anna	R1-PI2		PI2	2	61	129
1	7	1	0	1	2	7	Han	PI1-NC1		NC1	1	178	180
1	7	1	0	1	2	7	Han	PI1-NC1		PI1	2	2	180
1	7	1	0	1	2	8	Trinh	NC1-R2		R2	1	65	144
1	7	1	0	1	2	8	Trinh	NC1-R2		NC1	2	52	144
1	7	1	0	1	2	9	Anna	R1-PI2		PI2	1	69	174
1	7	1	0	1	2	9	Anna	R1-PI2		R1	2	105	174
1	7	1	0	1	2	10	Trinh	R1-R2		R2	1	63	226
1	7	1	0	1	2	10	Trinh	R1-R2		R1	2	163	226
1	7	1	0	1	2	11	Hanna	R2-NC2		NC2	1	17	117
1	7	1	0	1	2	11	Hanna	R2-NC2		R2	2	100	117
1	7	1	0	1	2	12	Han	R1-NC1		R1	1	97	97
1	7	1	0	1	2	12	Han	R1-NC1		NC1	2	0	97
1	7	1	0	1	2	13	Trinh	PI1-R2		PI1	1	32	100
1	7	1	0	1	2	13	Trinh	PI1-R2		R2	2	68	100
1	7	1	0	1	2	14	Anna	R1-NC2		NC2	1	66	149
1	7	1	0	1	2	14	Anna	R1-NC2		R1	2	83	149
1	7	1	0	1	2	15	Hanna	NC1-NC2		NC1	1	0	73
1	7	1	0	1	2	15	Hanna	NC1-NC2		NC2	2	73	73
1	7	1	0	1	2	16	Trinh	PI1-R2		R2	1	0	39
1	7	1	0	1	2	16	Trinh	PI1-R2		PI1	2	39	39
1	7	1	0	1	2	17	Han	PI1-PI2		PI2	1	0	0
1	7	1	0	1	2	17	Han	PI1-PI2		PI1	2	0	0
1	7	1	0	1	2	18	Anna	PI1-NC2		NC2	1	0	0
1	7	1	0	1	2	18	Anna	PI1-NC2		PI1	2	0	0
1	7	1	0	1	2	19	Hanna	NC1-NC2		NC2	1	8	101
1	7	1	0	1	2	19	Hanna	NC1-NC2		NC1	2	93	101
1	7	1	0	1	2	20	Anna	NC1-PI2		NC1	1	12	84
1	7	1	0	1	2	20	Anna	NC1-PI2		PI2	2	72	84
1	7	1	0	1	2	21	Han	PI1-PI2		PI1	1	15	83
1	7	1	0	1	2	21	Han	PI1-PI2		PI2	2	68	83
1	7	1	0	1	2	22	Han	R2-PI2		R2	1	23	107
1	7	1	0	1	2	22	Han	R2-PI2		PI2	2	84	107
1	7	1	0	1	2	23	Hanna	PI2-NC2		PI2	1	105	161
1	7	1	0	1	2	23	Hanna	PI2-NC2		NC2	2	56	161
1	7	1	0	1	2	24	Han	R1-NC1		NC1	1	24	55
1	7	1	0	1	2	24	Han	R1-NC1		R1	2	31	55
1	7	1	0	1	2	25	Trinh	R1-R2		R1	1	0	100
1	7	1	0	1	2	25	Trinh	R1-R2		R2	2	100	100
1	7	1	0	1	2	26	Anna	NC1-PI2		PI2	1	3	30
1	7	1	0	1	2	26	Anna	NC1-PI2		NC1	2	27	30
1	7	1	0	1	2	27	Hanna	R1-PI1		PI1	1	27	117
1	7	1	0	1	2	27	Hanna	R1-PI1		R1	2	87	117
1	7	1	0	1	2	28	Anna	PI1-NC2		PI1	1	20	114
1	7	1	0	1	2	28	Anna	PI1-NC2		NC1	2	93	114
1	7	1	0	1	2	29	Han	R2-PI2		PI2	1	20	140
1	7	1	0	1	2	29	Han	R2-PI2		R2	2	118	140
1	7	1	0	1	2	30	Anna	R1-NC2		NC2	1	0	93
1	7	1	0	1	2	30	Anna	R1-NC2		R1	2	93	93
1	7	1	0	2	2	1	Anna	NC1-R2		R2	1	238	238
