file	box
12_Child_1.3	box1.3
12_Child_2.3	box2.3
12_Child_3.3	box3.3
17_Child_1.2	box1.2
17_Child_2.2	box2.2
17_Child_3.2	box3.2
17_Parent_3.2	box3.2
18_Child_1.3	box1.3
18_Child_2.3	box2.3
18_Child_3.3	box3.3
19_Child_1.2	box1.2
19_Child_2.2	box2.2
19_Child_3.2	box3.2
19_Parent_1.2	box1.2
19_Parent_3.2	box3.2
27_Child_1.2	box1.2
27_Child_2.2	box2.2
27_Child_3.2	box3.2
27_Parent_3.2	box3.2
