Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp
12	09:20:22.949	00:00:00.012	0	630,9925	1092,618	0,4870595	0,5339692	795,5251	3,160119	0	530,2091	1077,241	0,3380826	0,5595623	794,7096	3,272376	0	1	581	1085						No media	0	1280	1024	0	0	581	1086	79	0	Content		581	1085	12075	3875187587
29	09:20:22.966	00:00:00.028	1	615,113	1038,65	0,487138	0,533971	795,5607	3,346111	0	516,1016	1106,796	0,3381718	0,5595421	794,6091	3,157354	0	1	566	1073						No media	0	1280	1024	0	0	581	1086	79	0	Content		566	1073	28704	3875204216
45	09:20:22.982	00:00:00.045	2	637,4091	1128,068	0,4871826	0,5339466	795,5668	3,259036	0	527,024	1093,064	0,338282	0,5571908	794,6129	3,029576	0	1	582	1111						No media	0	1280	1024	0	0	581	1086	79	0	Content		582	1111	45331	3875220843
62	09:20:22.999	00:00:00.061	3	595,4222	1022,12	0,48722	0,5333694	795,5616	3,199655	0	549,5002	979,5365	0,3383063	0,5589568	794,9314	3,216738	0	1	572	1001						No media	0	1280	1024	0	0	581	1086	79	0	Content		572	1001	61957	3875237469
79	09:20:23.016	00:00:00.078	4	570,7534	735,5293	0,4871643	0,5317647	796,0101	3,164074	0	572,3336	759,832	0,3387355	0,5572942	794,9628	2,888673	0	2	572	748						No media	0	1280	1024	0	0	588	355	267	0	Content		572	748	78733	3875254245
95	09:20:23.032	00:00:00.095	5	555,9952	552,5598	0,4871294	0,5276867	796,01	3,01478	0	-1280	-1024	-1	-1	-1	-1	4	2	556	553						No media	0	1280	1024	0	0	588	355	267	0	Content		556	553	95339	3875270851
112	09:20:23.049	00:00:00.111	6	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4	2	0	0						No media	0	1280	1024	0	0	588	355	267	0	Content		0	0	111966	3875287478
129	09:20:23.066	00:00:00.128	7	613,0854	377,6966	0,4871497	0,5288514	796,0103	2,937787	0	-1280	-1024	-1	-1	-1	-1	4	2	613	378						No media	0	1280	1024	0	0	588	355	267	0	Content		613	378	128594	3875304106
145	09:20:23.082	00:00:00.145	8	569,8336	265,4307	0,4873658	0,5290345	796,1027	3,037745	0	660,2609	214,553	0,3392616	0,5543916	794,963	2,594236	0	2	615	240						No media	0	1280	1024	0	0	588	355	267	0	Content		615	240	145348	3875320860
162	09:20:23.099	00:00:00.161	9	609,4233	419,2931	0,4875299	0,5268156	796,1025	3,508712	0	586,1011	286,3366	0,3393039	0,5545021	795,3608	2,903609	0	2	598	353						No media	0	1280	1024	0	0	588	355	267	0	Content		598	353	161973	3875337485
