ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														73126	13:06:26.837																			Unclassified	1349						4391																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73135	13:06:26.846										41	ImageStart	11.png							Unclassified	1349																																								
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73143	13:06:26.854																			Unclassified	1349						4392																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73160	13:06:26.871																			Unclassified	1349						4393																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73176	13:06:26.887																			Unclassified	1349						4394																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73193	13:06:26.904																			Unclassified	1349						4395																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73209	13:06:26.921																			Unclassified	1349						4396																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73226	13:06:26.937																			Unclassified	1349						4397																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73243	13:06:26.954																			Unclassified	1349						4398																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73259	13:06:26.970																			Unclassified	1349						4399																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73276	13:06:26.987																			Unclassified	1349						4400																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73293	13:06:27.004																			Unclassified	1349						4401																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73309	13:06:27.020																			Unclassified	1349						4402																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73326	13:06:27.037																			Unclassified	1349						4403																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73343	13:06:27.054																			Unclassified	1349						4404																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73359	13:06:27.070																			Unclassified	1349						4405																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73376	13:06:27.087																			Unclassified	1349						4406																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73393	13:06:27.104																			Unclassified	1349						4407																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73409	13:06:27.120																			Unclassified	1349						4408																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73426	13:06:27.137																			Unclassified	1349						4409																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73443	13:06:27.154																			Unclassified	1349						4410																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73459	13:06:27.170																			Unclassified	1349						4411																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73476	13:06:27.187																			Unclassified	1349						4412																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73493	13:06:27.204																			Unclassified	1349						4413																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73509	13:06:27.220																			Unclassified	1349						4414																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73526	13:06:27.237																			Unclassified	1349						4415																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73542	13:06:27.254																			Unclassified	17						4416	741	263	658	206	699	234	699	234													0.58813	0.86717	0.41491	0.85740	473.04	474.73	4.79	4.94	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73559	13:06:27.270																		124	Saccade	17						4417	684	278	648	217	666	247	666	247													0.58612	0.86492	0.41498	0.85719	466.28	474.72	4.76	4.85	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73576	13:06:27.287																	72		Fixation	233	675	246	14.34	335.31	167.32	4418	691	293	650	214	670	253	670	253													0.58630	0.86468	0.41516	0.85702	466.21	474.81	4.67	4.80	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73592	13:06:27.304																	72		Fixation	233	675	246	14.34	335.31	167.32	4419	689	276	654	209	671	242	671	242													0.58644	0.86465	0.41529	0.85708	466.36	474.84	4.63	4.79	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73609	13:06:27.320																	72		Fixation	233	675	246	14.34	335.31	167.32	4420	724	299	647	207	685	253	685	253													0.58655	0.86662	0.41542	0.85698	466.36	474.84	4.59	4.71	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73626	13:06:27.337																	72		Fixation	233	675	246	14.34	335.31	167.32	4421	695	270	651	208	673	239	673	239													0.58678	0.86477	0.41561	0.85701	466.39	474.93	4.50	4.69	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73642	13:06:27.353																	72		Fixation	233	675	246	14.34	335.31	167.32	4422	692	281	646	194	669	237	669	237													0.58689	0.86474	0.41567	0.85713	466.58	474.74	4.48	4.67	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73659	13:06:27.370																	72		Fixation	233	675	246	14.34	335.31	167.32	4423	695	276	652	211	673	243	673	243													0.58698	0.86475	0.41578	0.85697	466.66	475.02	4.45	4.59	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73676	13:06:27.387																	72		Fixation	233	675	246	14.34	335.31	167.32	4424	689	291	647	219	668	255	668	255													0.58710	0.86460	0.41593	0.85680	466.78	475.14	4.40	4.54	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73692	13:06:27.403																	72		Fixation	233	675	246	14.34	335.31	167.32	4425	700	271	648	208	674	239	674	239													0.58726	0.86482	0.41609	0.85684	466.62	475.14	4.38	4.48	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73709	13:06:27.420																	72		Fixation	233	675	246	14.34	335.31	167.32	4426	701	263	649	209	675	236	675	236													0.58737	0.86488	0.41619	0.85684	466.72	475.12	4.39	4.48	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73726	13:06:27.437																	72		Fixation	233	675	246	14.34	335.31	167.32	4427	685	286	647	206	666	246	666	246													0.58750	0.86494	0.41625	0.85691	466.68	475.13	4.31	4.46	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73742	13:06:27.453																	72		Fixation	233	675	246	14.34	335.31	167.32	4428	699	281	648	223	673	252	673	252													0.58756	0.86497	0.41635	0.85686	466.80	475.38	4.28	4.41	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73759	13:06:27.470																	72		Fixation	233	675	246	14.34	335.31	167.32	4429	747	279	651	223	699	251	699	251													0.58746	0.86721	0.41636	0.85706	466.80	475.40	4.18	4.41	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73776	13:06:27.487																	72		Fixation	233	675	246	14.34	335.31	167.32	4430	697	297	646	209	671	253	671	253													0.58745	0.86505	0.41630	0.85726	466.95	475.20	4.24	4.39	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73792	13:06:27.503																	72		Fixation	233	675	246	14.34	335.31	167.32	4431	709	282	670	213	689	247	689	247													0.58711	0.86553	0.41605	0.85751	467.09	475.43	4.29	4.37	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73809	13:06:27.520																		125	Saccade	17						4432	733	315	687	250	710	282	710	282													0.58649	0.86610	0.41554	0.85824	467.14	475.51	4.27	4.35	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73826	13:06:27.537																	73		Fixation	216	718	282	3.11	320.27	344.96	4433	733	310	689	254	711	282	711	282													0.58630	0.86652	0.41529	0.85840	466.95	475.41	4.18	4.32	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73842	13:06:27.553																	73		Fixation	216	718	282	3.11	320.27	344.96	4434	770	328	692	256	731	292	731	292													0.58593	0.86886	0.41497	0.85867	466.95	475.60	4.28	4.40	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73859	13:06:27.570																	73		Fixation	216	718	282	3.11	320.27	344.96	4435	776	323	690	246	733	284	733	284													0.58549	0.86901	0.41459	0.85893	466.95	475.73	4.17	4.34	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73876	13:06:27.587																	73		Fixation	216	718	282	3.11	320.27	344.96	4436	745	322	693	245	719	283	719	283													0.58511	0.86690	0.41418	0.85901	467.03	475.77	4.10	4.32	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73892	13:06:27.603																	73		Fixation	216	718	282	3.11	320.27	344.96	4437	732	313	699	245	715	279	715	279													0.58470	0.86705	0.41381	0.85902	466.99	475.75	4.17	4.36	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73909	13:06:27.620																	73		Fixation	216	718	282	3.11	320.27	344.96	4438	727	318	695	245	711	281	711	281													0.58433	0.86698	0.41349	0.85900	467.04	475.60	4.21	4.33	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73925	13:06:27.637																	73		Fixation	216	718	282	3.11	320.27	344.96	4439	736	311	693	236	714	273	714	273													0.58405	0.86727	0.41322	0.85890	466.92	475.87	4.17	4.34	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73942	13:06:27.653																	73		Fixation	216	718	282	3.11	320.27	344.96	4440	735	318	697	252	716	285	716	285													0.58380	0.86719	0.41300	0.85862	466.96	476.03	4.20	4.40	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73959	13:06:27.670																	73		Fixation	216	718	282	3.11	320.27	344.96	4441	728	307	694	254	711	280	711	280													0.58360	0.86724	0.41280	0.85845	466.95	475.94	4.20	4.38	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73976	13:06:27.687																	73		Fixation	216	718	282	3.11	320.27	344.96	4442	781	306	696	244	738	275	738	275													0.58340	0.86907	0.41266	0.85821	466.95	475.83	4.16	4.35	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									73992	13:06:27.703																	73		Fixation	216	718	282	3.11	320.27	344.96	4443	772	317	684	266	728	291	728	291													0.58330	0.86887	0.41250	0.85761	466.95	475.81	4.18	4.44	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74009	13:06:27.720																	73		Fixation	216	718	282	3.11	320.27	344.96	4444	726	319	689	244	707	281	707	281													0.58320	0.86657	0.41240	0.85733	467.06	475.87	4.30	4.39	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74025	13:06:27.737																	73		Fixation	216	718	282	3.11	320.27	344.96	4445	736	307	682	260	709	283	709	283													0.58313	0.86646	0.41227	0.85703	466.85	475.65	4.25	4.40	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74042	13:06:27.753																		126	Saccade	33						4446	718	282	680	222	699	252	699	252													0.58314	0.86577	0.41251	0.85642	467.06	475.82	4.35	4.40	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74059	13:06:27.770																		126	Saccade	33						4447	723	258	688	202	705	230	705	230													0.58312	0.86555	0.41265	0.85596	467.12	476.19	4.22	4.41	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74075	13:06:27.787																	74		Fixation	666	705	232	2.39	104.68	144.41	4448	725	255	680	202	702	228	702	228													0.58310	0.86613	0.41250	0.85642	467.04	475.84	4.27	4.40	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74092	13:06:27.803																	74		Fixation	666	705	232	2.39	104.68	144.41	4449	720	268	678	208	699	238	699	238													0.58310	0.86630	0.41249	0.85665	467.01	475.82	4.30	4.40	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74109	13:06:27.820																	74		Fixation	666	705	232	2.39	104.68	144.41	4450	719	261	683	193	701	227	701	227													0.58313	0.86657	0.41249	0.85678	466.89	475.78	4.28	4.40	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74125	13:06:27.837																	74		Fixation	666	705	232	2.39	104.68	144.41	4451	726	266	671	208	698	237	698	237													0.58315	0.86663	0.41248	0.85699	466.87	475.70	4.26	4.48	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74142	13:06:27.853																	74		Fixation	666	705	232	2.39	104.68	144.41	4452	718	275	671	198	694	236	694	236													0.58315	0.86667	0.41246	0.85705	466.79	475.68	4.33	4.46	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74159	13:06:27.870																	74		Fixation	666	705	232	2.39	104.68	144.41	4453	717	265	671	210	694	237	694	237													0.58314	0.86669	0.41243	0.85710	466.78	475.65	4.27	4.46	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74175	13:06:27.886																	74		Fixation	666	705	232	2.39	104.68	144.41	4454	765	274	672	192	718	233	718	233													0.58307	0.86868	0.41240	0.85742	466.78	475.54	4.28	4.44	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74192	13:06:27.903																	74		Fixation	666	705	232	2.39	104.68	144.41	4455	716	268	678	199	697	233	697	233													0.58302	0.86660	0.41231	0.85748	466.65	475.51	4.28	4.47	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74209	13:06:27.920																	74		Fixation	666	705	232	2.39	104.68	144.41	4456	722	272	674	195	698	233	698	233													0.58297	0.86664	0.41222	0.85754	466.62	475.33	4.28	4.48	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74225	13:06:27.936																	74		Fixation	666	705	232	2.39	104.68	144.41	4457	718	271	677	202	697	236	697	236													0.58293	0.86673	0.41219	0.85763	466.57	475.35	4.32	4.49	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74242	13:06:27.953																	74		Fixation	666	705	232	2.39	104.68	144.41	4458	732	256	675	199	703	227	703	227													0.58294	0.86733	0.41218	0.85789	466.48	475.33	4.29	4.44	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74259	13:06:27.970																	74		Fixation	666	705	232	2.39	104.68	144.41	4459	721	274	681	187	701	230	701	230													0.58300	0.86749	0.41223	0.85834	466.48	475.21	4.28	4.45	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74275	13:06:27.986																	74		Fixation	666	705	232	2.39	104.68	144.41	4460	724	265	686	210	705	237	705	237													0.58319	0.86817	0.41241	0.85845	466.35	475.46	4.32	4.47	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74292	13:06:28.003																	74		Fixation	666	705	232	2.39	104.68	144.41	4461	712	274	683	188	697	231	697	231													0.58336	0.86840	0.41254	0.85898	466.41	475.16	4.31	4.50	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	11.png	0	0	1280	1024									74309	13:06:28.020																	74		Fixation	666	705	232	2.39	104.68	144.41	4462	723	262	675	205	699	233	699	233													0.58349	0.86849	0.41263	0.85926	466.41	475.08	4.34	4.52	0	0				
