ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15815	13:05:29.527																	16		Fixation	100	616	126	9.39	112.61	324.72	950	653	186	552	49	602	117	602	117													0.65463	0.84799	0.47436	0.81146	449.03	460.92	4.27	4.66	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15832	13:05:29.543																			Unclassified	100						951																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15849	13:05:29.560																			Unclassified	100						952																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15865	13:05:29.576																			Unclassified	100						953																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15882	13:05:29.593																			Unclassified	100						954																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15899	13:05:29.610																			Unclassified	100						955																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15915	13:05:29.626																			Unclassified	100						956																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15932	13:05:29.643																			Unclassified	17						957	678	172	620	78	649	125	649	125													0.65310	0.84500	0.47789	0.81151	449.29	461.40	4.30	4.68	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15948	13:05:29.660																		50	Saccade	50						958																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15965	13:05:29.676																		50	Saccade	50						959																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15982	13:05:29.693																		50	Saccade	50						960																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									15999	13:05:29.710																			Unclassified	17						961	581	173	537	96	559	134	559	134													0.65329	0.83691	0.47583	0.80288	449.29	453.18	4.26	4.51	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16015	13:05:29.726																		51	Saccade	17						962	672	180	626	112	649	146	649	146													0.65271	0.84057	0.47614	0.80676	449.29	453.18	4.19	4.41	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16032	13:05:29.743																			Unclassified	266						963																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16048	13:05:29.760																			Unclassified	266						964																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16065	13:05:29.776																			Unclassified	266						965																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16082	13:05:29.793																			Unclassified	266						966																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16098	13:05:29.809																			Unclassified	266						967																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16115	13:05:29.826																			Unclassified	266						968																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16132	13:05:29.843																			Unclassified	266						969																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16148	13:05:29.860																			Unclassified	266						970																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16165	13:05:29.876																			Unclassified	266						971																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16182	13:05:29.893																			Unclassified	266						972																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16198	13:05:29.910																			Unclassified	266						973																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16215	13:05:29.926																			Unclassified	266						974																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16232	13:05:29.943																			Unclassified	266						975																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16248	13:05:29.959																			Unclassified	266						976																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16265	13:05:29.976																			Unclassified	266						977																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16282	13:05:29.993																			Unclassified	266						978																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16298	13:05:30.009																			Unclassified	17						979	626	135	577	57	601	96	601	96													0.65066	0.83913	0.47464	0.80824	456.00	458.54	4.28	4.46	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16315	13:05:30.026																			Unclassified	17						980	630	140	574	59	602	99	602	99													0.65020	0.83909	0.47417	0.80838	455.99	458.66	4.30	4.49	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16332	13:05:30.043																			Unclassified	200						981																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16348	13:05:30.059																			Unclassified	200						982																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16365	13:05:30.076																			Unclassified	200						983																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16382	13:05:30.093																			Unclassified	200						984																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16398	13:05:30.109																			Unclassified	200						985																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16415	13:05:30.126																			Unclassified	200						986																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16432	13:05:30.143																			Unclassified	200						987																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16448	13:05:30.159																			Unclassified	200						988																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16465	13:05:30.176																			Unclassified	200						989																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16482	13:05:30.193																			Unclassified	200						990																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16498	13:05:30.209																			Unclassified	200						991																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16515	13:05:30.226																			Unclassified	200						992																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16532	13:05:30.243																			Unclassified	17						993	764	289	723	243	743	266	743	266													0.64207	0.84021	0.46547	0.81196	454.28	457.84	4.15	4.32	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16548	13:05:30.259																			Unclassified	33						994																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16565	13:05:30.276																			Unclassified	33						995	757	297	718	246	737	271	737	271													0.64294	0.83941	0.46638	0.81134	454.25	457.88	4.18	4.30	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png	0	0	1280	1024									16571	13:05:30.282										10	ImageEnd	02b49ae4-bbf4-43b6-ba97-aa467c8fefb5.png							Unclassified	33																																								
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16581	13:05:30.293																			Unclassified	233						996																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16598	13:05:30.309																			Unclassified	233						997																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16615	13:05:30.326																			Unclassified	233						998																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16631	13:05:30.343																			Unclassified	233						999																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16648	13:05:30.359																			Unclassified	233						1000																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16665	13:05:30.376																			Unclassified	233						1001																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16681	13:05:30.392																			Unclassified	233						1002																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16698	13:05:30.409																			Unclassified	233						1003																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16715	13:05:30.426																			Unclassified	233						1004																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16731	13:05:30.442																			Unclassified	233						1005																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16748	13:05:30.459																			Unclassified	233						1006																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16765	13:05:30.476																			Unclassified	233						1007																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16781	13:05:30.492																			Unclassified	233						1008																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16798	13:05:30.509																			Unclassified	233						1009																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16815	13:05:30.526																			Unclassified	17						1010	755	293	716	237	735	265															0.65152	0.85122	0.47598	0.81427	456.81	460.73	4.18	4.41	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16831	13:05:30.542																			Unclassified	50						1011	756	289	763	246	759	267															0.65236	0.85173	0.47683	0.81652	457.06	460.75	4.21	4.44	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16848	13:05:30.559																			Unclassified	50						1012	754	292	719	238	736	265															0.65325	0.85183	0.47786	0.81438	457.24	460.75	4.21	4.42	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16865	13:05:30.576																			Unclassified	50						1013	752	294	720	237	736	265															0.65415	0.85144	0.47880	0.81399	457.84	461.54	4.19	4.43	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16881	13:05:30.592																		52	Saccade	17						1014	753	289	765	245	759	267															0.65512	0.85055	0.47962	0.81520	458.18	461.59	4.23	4.46	0	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16898	13:05:30.609																			Unclassified	266						1015																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16915	13:05:30.626																			Unclassified	266						1016																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16931	13:05:30.642																			Unclassified	266						1017																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16948	13:05:30.659																			Unclassified	266						1018																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16965	13:05:30.676																			Unclassified	266						1019																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16981	13:05:30.692																			Unclassified	266						1020																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														16998	13:05:30.709																			Unclassified	266						1021																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														17014	13:05:30.725																			Unclassified	266						1022																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														17031	13:05:30.742																			Unclassified	266						1023																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														17048	13:05:30.759																			Unclassified	266						1024																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														17064	13:05:30.775																			Unclassified	266						1025																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														17081	13:05:30.792																			Unclassified	266						1026																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														17098	13:05:30.809																			Unclassified	266						1027																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														17114	13:05:30.825																			Unclassified	266						1028																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														17131	13:05:30.842																			Unclassified	266						1029																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter														17148	13:05:30.859																			Unclassified	266						1030																													4	4				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	stern black background.wmv	0	0	1280	1024									17157	13:05:30.868										11	MovieStart	stern black background.wmv							Unclassified	17																																								
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	stern black background.wmv	0	0	1280	1024									17164	13:05:30.875																			Unclassified	17						1031			726	194	726	194	726	194															0.46788	0.80947		476.59		4.73	4	0				
11/11/2020	2.2.9999.9999	OI_EYE	Box 1 - Rando 3	Id 26, C rando 3  box 1	Id 26, C rando 3  box 1	12/17/2018	131972	1280 x 1024		I-VT filter	stern black background.wmv	0	0	1280	1024									17181	13:05:30.892																			Unclassified	33						1032			726	192	726	192	726	192															0.46666	0.80938		476.59		4.81	4	0				
